churn,techie,port_modem,tablet,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing
0,0,0,0,1,1,1,0,1,1,1,0,1,1
0,1,0,0,1,1,0,0,0,1,1,0,1,0
0,0,0,0,1,1,1,0,1,1,0,1,0,1
0,0,0,0,1,1,0,1,1,1,1,0,0,1
0,0,0,0,1,1,0,0,1,1,0,1,0,1
1,0,1,0,1,1,1,1,1,1,0,0,1,0
0,0,0,0,1,1,0,1,0,0,1,1,1,1
0,0,0,0,1,1,1,0,0,0,1,1,1,1
0,0,1,0,1,1,1,1,0,0,1,1,0,1
0,0,0,0,0,1,0,0,0,0,1,1,1,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,0,1,1
0,0,1,0,1,0,0,0,1,1,1,0,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,1,1,1,0,1
0,0,0,0,1,1,1,0,1,1,1,0,1,1
0,1,1,0,1,1,1,1,0,1,1,0,0,0
1,0,0,0,1,1,0,1,0,0,0,1,1,0
0,0,0,0,1,1,1,0,0,0,1,0,1,0
0,1,1,1,1,1,1,0,0,0,0,1,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,1,1,0
0,0,1,0,1,1,0,1,0,0,1,0,1,0
0,0,0,1,1,1,0,0,0,0,1,0,0,0
0,0,0,1,1,1,0,1,0,0,1,1,0,1
0,0,0,0,0,1,0,0,1,0,1,0,1,1
0,0,0,1,1,1,0,1,0,0,1,0,0,0
0,0,1,0,1,1,1,0,1,1,0,1,1,0
0,0,1,1,0,0,0,0,1,0,1,0,0,1
0,0,1,1,1,1,1,0,1,0,0,1,0,0
0,0,0,0,1,1,0,1,1,1,0,0,0,1
0,0,0,0,1,1,1,1,0,1,1,1,0,1
0,0,1,1,1,1,1,0,1,1,0,0,0,0
0,0,1,0,1,1,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,1,1,0,0,0,1,1,1,0,1
0,1,1,0,1,0,1,0,0,1,1,1,0,0
0,0,1,0,0,1,1,1,1,0,0,1,1,0
0,0,1,1,1,1,0,1,1,1,0,1,1,0
0,0,1,0,1,1,1,0,0,0,1,1,0,1
0,0,1,1,1,1,0,0,1,1,1,1,0,0
0,0,1,0,1,1,1,0,1,0,0,1,0,0
0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0,1,1,0,0,1,0,0,1,0
0,1,1,1,1,1,0,1,1,0,0,0,1,1
0,0,0,0,1,1,0,0,1,0,1,0,1,0
0,0,0,1,1,1,0,1,0,0,0,1,0,1
0,0,1,1,1,1,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,1,1,1,1,0,0,1,0,1,0,1,1
1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,1,1,0,1,0,0,0,1,0,1
0,0,0,0,1,1,0,1,1,0,0,1,1,1
0,0,0,0,1,0,1,1,1,0,0,1,1,0
0,0,1,0,1,1,1,1,1,0,1,1,0,1
0,0,1,0,1,1,0,1,1,0,1,0,1,0
0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,0,1,0,1,1,1,0,0,0,1,1,1,1
0,0,1,0,0,1,0,1,1,1,0,0,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,0,1,1,0,1,0,1,0,1,0,0,1,1
0,0,1,0,1,1,1,1,0,0,1,0,0,1
0,0,0,1,1,1,1,0,1,1,0,1,0,0
0,0,1,0,1,1,0,0,0,1,0,0,0,1
0,1,1,0,1,1,0,0,1,1,0,1,1,1
0,0,0,0,1,1,0,0,0,1,0,1,1,0
0,0,1,0,1,1,0,1,0,1,0,1,0,1
0,0,0,1,0,1,0,0,1,1,0,1,0,0
0,0,1,0,1,1,1,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,1,1,0,1,0,0,0,0,0,1
0,0,1,1,1,1,0,1,1,0,0,1,1,1
0,0,0,0,1,1,1,0,1,1,0,1,1,1
0,1,1,0,1,1,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,1
0,0,1,1,1,1,1,0,1,0,1,1,0,0
0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,1,1,1,1,0,0,0,0,0,1,0,1
0,0,1,0,1,1,1,0,0,1,0,1,1,0
0,0,0,0,1,1,1,0,0,1,0,1,0,1
0,0,1,1,1,1,0,0,1,1,0,0,1,1
0,0,1,0,0,1,1,1,0,0,0,1,1,1
0,0,0,0,0,1,1,0,1,1,1,0,0,0
0,0,0,1,1,1,0,1,0,0,0,0,0,1
1,0,1,0,1,1,0,0,1,1,1,0,1,1
0,0,0,0,1,1,0,0,0,0,1,1,1,1
0,0,0,0,1,1,0,0,0,1,0,0,1,1
0,0,0,0,0,1,1,1,1,0,1,0,0,1
0,0,0,0,0,1,0,0,0,1,1,0,1,1
0,0,0,1,1,0,0,0,1,1,0,1,1,0
0,0,0,0,0,1,1,0,0,1,0,0,1,1
0,0,0,1,1,1,1,1,1,0,0,1,1,1
0,0,0,0,1,1,0,1,1,1,1,1,0,1
0,0,1,0,1,1,0,1,0,0,1,1,0,0
0,0,1,1,1,1,0,1,0,0,1,0,0,0
0,1,0,1,0,1,1,0,0,1,0,1,0,0
0,0,1,1,1,1,1,0,0,1,0,0,0,1
0,0,1,0,1,1,1,0,0,1,1,1,0,1
0,1,1,0,1,0,0,0,1,1,1,1,0,1
0,0,1,1,0,1,0,1,1,1,1,0,0,1
0,0,0,0,1,1,1,0,0,0,0,1,0,1
0,0,1,1,0,0,1,1,0,1,0,0,0,1
0,0,0,0,1,1,1,0,0,0,1,1,1,0
0,0,1,0,1,1,0,1,1,1,0,1,0,1
0,0,0,0,1,1,0,1,1,0,1,0,0,0
1,0,0,0,1,1,1,0,1,1,0,1,1,1
0,0,1,0,1,1,0,0,0,1,0,0,0,0
1,0,1,1,1,0,1,0,0,1,0,1,1,1
0,0,0,1,1,1,0,1,0,1,0,0,1,1
0,1,1,0,1,0,0,0,0,1,1,0,0,0
0,0,1,1,1,1,0,1,1,0,0,0,1,1
0,0,0,1,1,1,0,0,0,0,0,1,1,1
1,0,1,1,1,1,1,0,1,0,0,1,1,1
0,0,0,1,1,1,0,0,0,0,0,1,1,0
0,0,1,1,1,1,1,0,0,0,0,0,0,1
0,1,1,0,1,1,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,1,1,0,1,1,1,1,1,0,0
0,0,1,1,1,1,0,1,1,0,0,0,1,0
0,0,0,0,1,1,0,1,1,1,1,0,1,0
0,0,0,1,1,1,0,0,0,0,0,1,0,1
0,0,0,0,1,1,1,1,0,1,0,0,0,1
0,1,0,1,1,1,0,1,0,1,1,0,0,1
0,1,1,0,0,1,1,1,1,1,1,0,1,0
0,0,1,1,1,1,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,1,1,0,1,0,1,0,0,1,1
1,0,0,1,1,1,0,1,1,0,0,1,1,1
0,0,1,1,1,1,0,1,1,0,1,0,0,0
0,0,1,0,0,1,1,0,1,1,1,1,0,1
0,1,1,1,0,1,0,0,0,0,1,0,1,1
0,0,0,1,1,0,1,1,0,0,0,0,1,0
0,0,1,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,1,1,1,0,1,1
0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,1,1,0,1,0,0,1,1,1,1
0,0,1,0,1,1,0,0,0,0,1,1,0,1
0,0,1,1,1,1,0,0,1,1,0,1,0,1
0,0,0,1,1,1,0,0,1,0,1,0,1,1
0,0,1,0,1,1,0,1,0,0,1,1,0,1
0,0,1,1,0,1,0,1,1,1,0,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,1,0,0,0,1,0,1
0,0,1,0,1,1,1,1,0,0,0,1,1,1
0,0,1,0,1,1,0,0,1,1,1,1,0,0
0,1,0,0,1,1,1,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,1,1,1,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,1,1,1,0
0,0,0,0,1,1,0,1,1,0,0,1,1,1
0,0,0,0,0,1,1,1,0,1,0,1,1,0
0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1,1,0,0,0,0,0,1,1,1
0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,0,1,1,0,1,0,0,1,1,0,1,1,0
0,0,1,1,1,1,0,1,0,0,1,0,1,1
0,0,1,0,1,1,1,0,0,0,1,1,1,0
0,1,1,0,1,1,1,0,1,1,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,0,1,0,1,0,0,0,1,0,1,1,1,0
0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,1,1,1,1,0,0,1
0,1,1,0,1,1,1,1,0,0,0,0,1,1
0,0,0,1,0,1,1,0,0,1,0,1,1,0
0,0,1,0,1,1,0,0,1,0,0,0,1,1
0,0,1,0,1,1,0,0,0,0,1,0,0,1
1,0,0,0,1,0,1,0,0,1,0,1,1,0
0,0,1,0,1,1,1,0,1,0,0,1,0,1
0,0,0,1,1,1,0,1,0,1,1,1,1,1
0,0,0,0,1,1,0,0,0,0,1,1,1,0
0,1,0,0,0,1,0,0,1,0,1,0,0,1
1,0,0,0,1,0,0,0,0,1,1,1,1,1
0,1,0,1,1,1,1,1,0,1,0,0,0,0
0,0,0,0,0,1,1,1,0,1,1,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,0,0,0,1,1,1,1,1,1,1,1,1,0
0,0,1,0,1,1,0,0,1,0,0,0,1,0
0,0,1,0,0,1,0,0,1,1,1,0,0,1
0,0,1,1,1,1,1,1,0,1,0,0,1,1
1,0,0,0,1,1,1,1,1,0,0,1,1,0
0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,1,1,1,0,0,0,0,0,0,1,1
0,1,0,1,1,1,1,0,0,1,0,1,0,1
0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0,1,0,1,1,0,1,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1,0,0,1
0,0,0,1,1,1,0,1,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0,1,0,1,1,0,1,0,0,0,0,1,1
1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,0,0,0,1,1,0,1,1,0,1,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,1,1
0,0,1,1,1,1,0,0,1,1,0,1,0,1
0,0,1,1,0,1,0,1,1,1,1,0,0,1
0,0,0,0,1,1,0,0,0,1,1,0,1,1
0,0,1,1,1,1,1,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,1,1,1,0,1
0,0,0,0,1,1,0,0,1,1,0,1,1,0
0,0,0,0,1,1,0,1,1,1,0,0,0,0
0,0,0,0,1,1,0,1,0,0,0,0,1,1
0,0,0,1,1,0,0,1,1,0,1,1,1,0
0,0,0,1,1,1,0,0,0,0,0,1,0,0
0,0,1,0,1,1,1,0,1,0,0,0,1,1
0,0,0,0,1,1,1,0,1,0,0,1,1,1
0,0,1,0,1,1,0,1,0,0,0,1,1,1
0,0,0,0,0,1,1,0,1,0,1,1,1,1
0,0,0,1,1,1,1,1,0,1,0,0,0,1
0,0,0,0,1,1,1,0,1,1,0,0,1,1
0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0,0,1,1,1,0,1,1,1,1,0,1,1
0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0,0,1,1,0,0,0,0,0,0,1
0,0,0,1,0,1,1,1,0,1,0,0,1,1
0,0,1,1,1,1,0,1,1,1,0,1,0,1
0,0,0,0,1,1,0,1,1,0,1,0,1,1
0,0,1,0,1,1,1,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,1,1,0,0,1
0,0,0,1,1,1,0,0,1,1,0,1,0,0
0,0,1,1,1,1,0,0,0,0,1,0,1,1
0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,1,1,1,0,1,1,0,0,1,0,1,0,1
0,1,0,0,1,1,0,1,1,1,0,0,0,0
0,0,0,1,1,1,1,1,1,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1,1,0,1,1
0,0,1,0,1,1,1,0,1,0,0,0,0,0
0,0,0,1,1,1,0,1,1,0,0,0,1,0
0,0,0,0,1,1,1,0,0,1,0,1,1,1
0,0,1,0,1,1,0,0,1,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,0,1,0,0,0,0,1,1,1,1
0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,0,0,1,0,0
0,0,0,0,1,1,0,1,0,1,1,0,1,0
0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,0,1,1,0,1,0,0,1,1,1,1
1,0,0,0,1,0,1,1,1,0,0,1,1,0
0,0,1,0,1,1,1,1,0,1,0,0,0,1
0,0,1,0,0,1,0,0,0,1,0,0,1,1
0,0,1,1,1,1,0,0,0,0,1,0,1,1
1,0,0,0,1,1,1,0,0,0,0,1,1,1
0,0,0,0,1,1,0,0,1,1,1,0,1,1
0,0,0,0,1,1,0,0,1,1,0,0,0,1
0,0,1,0,1,1,1,1,0,0,0,0,0,1
0,0,0,0,1,1,0,1,1,1,1,1,0,1
0,0,1,0,1,1,1,1,0,0,0,1,0,1
0,0,0,0,0,1,1,0,0,1,0,0,1,1
0,0,1,1,0,1,1,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,0,1,1
0,1,0,0,1,1,0,1,1,0,0,1,1,0
0,0,1,0,1,1,1,1,1,0,1,1,0,1
0,0,0,0,1,1,0,0,0,1,0,1,0,0
1,0,0,1,1,1,1,1,0,1,0,1,1,1
0,0,0,0,1,1,1,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0,0,0,1,1,1,0,0,0,1,1,1,1
0,0,1,1,1,1,1,1,1,1,0,0,0,0
0,1,1,1,0,1,1,0,0,1,0,0,0,1
0,0,1,0,1,1,0,0,0,0,1,1,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1
0,0,0,0,1,1,0,1,0,0,0,0,1,0
0,0,1,0,1,1,1,0,1,0,0,1,0,1
0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,1,0,0,1,1,0,0,0,1,1,1,0,1
0,0,0,0,0,1,0,0,1,0,0,1,0,1
0,0,0,1,1,1,1,0,0,0,0,1,0,1
0,0,1,0,1,1,1,0,1,0,1,1,1,1
0,1,1,0,1,1,1,1,1,1,0,1,1,0
0,0,0,0,1,1,1,0,1,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1
0,1,1,0,1,0,1,0,0,1,1,0,0,1
0,0,0,0,1,1,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,1,0,1,1
0,0,0,0,1,1,0,1,1,0,0,1,0,0
0,1,0,1,1,1,1,0,1,0,1,0,1,1
0,0,0,1,1,1,0,0,1,0,1,0,0,1
0,0,0,0,0,0,1,0,0,0,1,1,0,1
0,0,0,0,1,1,1,0,0,1,1,0,0,1
0,0,1,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0,1,1,1,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,1,1,1,0
0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,1,0,0,1,0,0,0,0,1,0,1,1
0,0,1,0,1,1,1,1,1,0,0,1,1,1
0,0,0,0,1,1,1,1,0,1,1,1,1,1
0,1,1,0,0,1,0,1,1,1,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,0,0,1
0,1,0,1,1,1,1,1,1,1,0,0,1,1
0,0,0,0,0,0,1,1,1,1,0,0,0,1
1,0,1,0,1,1,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,0,0,0,1,1,1
0,0,0,1,1,1,1,0,0,0,0,1,1,1
0,0,1,0,1,1,1,0,0,1,0,0,1,1
0,0,1,0,1,1,1,1,1,0,0,0,0,1
0,0,1,0,0,1,1,0,0,1,0,0,1,1
0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,0,1,0,0,1,0,1
0,0,1,1,1,1,0,1,0,0,1,1,0,1
0,0,1,1,1,1,0,0,1,1,1,0,0,1
0,0,0,1,0,1,1,1,0,0,0,0,1,1
0,0,1,0,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,1,0,0,0,1,0,0,1,1
0,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,1,1,1,0,1,0,0,0,1,1
0,0,1,1,1,1,1,0,0,0,1,0,0,0
0,0,1,0,1,1,0,1,1,0,0,0,0,1
0,0,0,1,1,1,1,1,0,0,0,0,1,1
0,0,0,1,1,1,0,0,1,0,0,1,0,1
0,0,1,0,1,1,0,0,1,1,0,1,0,0
0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,1,1,0,1,1,1,1,1,1,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,0,0,1,1,1,0,1
0,1,1,1,1,0,0,0,1,0,0,1,0,1
0,0,1,0,1,1,0,1,0,0,1,1,0,1
0,1,0,1,1,1,0,0,0,1,0,0,0,1
0,0,0,0,1,0,1,0,1,1,0,1,1,0
0,0,0,0,1,1,0,0,1,1,0,1,0,1
0,0,1,0,1,0,1,1,1,1,1,0,1,0
0,0,0,0,1,1,0,0,0,0,1,0,1,1
0,0,1,0,1,1,1,1,0,0,0,0,1,1
0,1,1,0,1,1,0,0,0,1,1,0,0,0
0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0,0,1,1,1,1,0,0,0,1,0,1,1
0,0,1,0,1,1,1,1,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1
0,0,0,0,1,1,1,1,1,1,0,1,0,0
0,1,0,0,1,1,1,0,1,0,1,1,1,1
1,0,1,1,1,1,1,1,0,0,1,1,1,0
0,0,1,0,1,1,0,1,1,1,0,0,1,0
0,0,1,0,0,1,0,0,1,1,1,1,0,1
0,0,0,0,1,1,1,0,0,0,0,1,0,0
0,1,0,0,1,1,0,0,1,1,1,0,0,1
0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,1,1,0,1,1,0,1,0,1,1,1,0,1
0,0,0,0,1,1,0,1,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,1,1,0,1
0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,1,0,1,1,0,1,0,1,0,1,0,0
0,0,0,0,1,1,0,1,0,1,0,1,1,1
0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,0,1,0,0,1,1,0,1,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,0,1,1,1,1,0,1,1,1,1,1,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0
0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,1,0,1,0,1
0,0,0,0,1,1,1,0,1,0,0,1,1,1
0,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,0,1,1,1,0,0,1,0,1,1,0
0,0,1,0,1,1,0,1,1,1,0,0,0,1
0,0,1,0,1,1,0,0,1,0,0,1,0,1
0,0,0,1,1,1,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,1,1,0,0,1
0,0,0,0,1,1,1,1,1,0,0,1,1,1
0,0,0,1,1,1,1,0,1,0,1,1,0,0
0,1,1,0,1,1,1,0,0,0,0,1,0,0
0,0,1,0,1,1,1,1,0,0,0,1,0,1
1,0,0,0,1,1,1,1,0,0,1,1,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0,1,1,1,1,0,1,1,1,1,1
0,0,1,0,0,1,0,0,0,1,0,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,1,0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,1,1,0,0,1,1,0,0,1,0
0,0,1,0,0,0,0,1,0,0,1,1,0,1
0,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,1,0,1,1,0,0,0,1
0,0,0,0,1,1,1,0,1,0,0,1,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,1,1,0
0,0,1,0,0,0,1,1,1,1,1,0,0,1
0,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,0,1,0,0,0,0,0,1,1,1
0,0,0,0,0,1,1,1,0,0,1,0,0,1
0,0,0,0,1,1,0,1,0,0,0,1,0,1
0,0,0,1,1,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1,1,0,1,1,1,0,1,0,1
0,1,0,1,1,1,1,0,1,1,1,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,1,1
0,0,1,1,1,1,1,0,1,0,1,1,0,0
0,1,0,1,1,1,0,1,0,0,0,0,1,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,1
0,0,1,0,1,1,0,0,1,0,1,0,1,0
0,0,0,0,1,1,1,0,0,1,1,1,0,1
0,0,1,0,1,1,0,0,1,0,0,0,1,1
0,0,0,0,1,1,1,0,1,0,0,0,1,0
0,0,1,0,1,1,0,0,1,1,1,1,0,1
0,1,0,0,0,1,0,1,1,1,0,0,0,1
1,0,1,0,1,1,1,0,0,0,1,1,1,1
0,0,1,1,1,1,0,0,0,0,1,0,0,1
0,0,0,1,1,1,1,0,0,1,0,1,1,1
0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,1,0,1,1,0,0,0,0,1,0,1
0,1,0,1,1,1,0,1,0,1,1,0,1,1
0,0,0,0,1,1,0,0,0,0,1,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,1,0,1
0,0,1,1,1,1,0,0,1,0,0,1,0,0
0,0,1,0,1,1,0,1,0,0,0,0,1,1
0,1,1,0,1,1,0,1,0,1,0,1,0,1
0,0,0,0,0,1,1,1,0,1,1,1,1,0
0,0,0,0,1,1,0,0,0,1,0,0,1,1
0,0,1,1,1,1,0,1,0,1,1,0,1,0
0,1,0,0,0,1,0,0,0,1,0,1,1,1
0,1,1,0,1,1,0,0,0,0,1,1,0,0
0,0,1,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0,0,1,1,1,0,1,1,1,0,0
0,0,1,0,0,1,0,0,1,0,1,1,0,0
0,0,0,1,1,1,1,0,0,1,1,1,1,1
1,0,1,0,0,1,1,1,1,0,1,1,1,1
0,0,0,1,1,1,0,1,1,1,1,0,1,1
0,0,0,0,1,1,0,1,1,0,1,0,1,1
0,0,1,0,1,1,1,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,1,1,0,1,0,1,0,1,1
0,0,1,1,1,1,0,0,0,1,0,0,0,1
0,1,1,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,1,1,0,0,1
0,1,1,0,0,1,1,0,0,1,0,1,0,0
1,1,1,0,1,1,0,0,1,1,1,1,1,1
0,0,1,0,1,1,0,0,0,0,0,1,1,1
1,0,1,0,1,1,0,1,0,0,1,1,1,1
0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,0,1,0,1,1,0,0,1,0,0,1,0,1
0,1,1,1,0,1,1,0,1,1,1,1,0,1
0,0,1,0,0,1,0,0,1,0,1,0,1,0
0,0,1,0,0,1,1,0,0,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,1,1,0,0,1,1,0,0,0,0
0,1,0,1,1,1,1,0,1,1,1,0,0,1
0,0,0,0,1,1,0,0,1,0,1,1,0,0
0,0,0,0,1,1,1,0,1,0,0,1,0,1
1,0,0,0,1,1,1,1,1,1,0,1,1,1
0,0,1,0,1,1,1,0,0,1,1,0,0,1
0,1,0,0,1,1,0,0,1,0,1,1,0,1
0,1,1,0,1,1,1,0,0,1,1,1,0,0
0,1,0,0,1,1,0,0,1,0,1,1,0,1
0,0,0,0,1,1,1,0,1,1,0,0,0,1
1,0,0,1,1,0,0,0,1,0,0,1,1,1
0,0,0,1,1,0,0,0,1,0,1,1,0,1
0,0,1,1,1,1,0,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,1,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,1
0,0,0,0,1,1,0,1,1,0,1,0,0,1
0,0,0,0,1,1,1,0,1,1,1,0,0,0
1,0,0,1,1,1,1,0,1,0,1,1,1,1
0,0,0,1,1,1,0,1,1,1,0,0,0,1
0,1,0,0,1,1,1,1,1,1,1,0,1,1
0,0,1,0,1,1,0,0,1,0,0,0,0,1
0,0,0,1,1,1,1,0,1,0,0,1,0,0
0,0,0,1,1,1,1,0,1,1,1,1,0,1
0,0,1,0,1,1,0,1,1,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,1,0,0
1,1,1,0,1,1,0,0,0,0,1,1,1,1
0,0,1,1,1,1,1,0,1,1,0,1,0,0
0,1,0,1,1,1,0,0,1,1,1,0,0,1
0,1,0,0,1,1,1,0,0,0,1,0,1,0
0,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,1,1,1,1,1,1,0,1,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,1,1,1,1,0,0
0,0,1,0,1,1,0,0,0,1,0,1,0,1
1,0,1,1,1,1,1,0,0,0,1,0,1,0
0,0,0,0,1,1,1,0,1,0,0,0,0,1
0,0,1,0,1,1,0,1,0,1,0,1,0,0
0,1,1,1,1,1,1,0,0,1,0,1,0,0
0,0,1,1,1,1,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,1,1,0,0,0,1,1
0,0,0,0,1,1,1,0,0,1,1,1,0,0
1,0,0,0,1,1,1,0,1,0,0,1,1,1
0,0,0,0,1,1,0,1,1,1,0,0,0,0
0,1,1,0,1,1,0,1,1,0,1,1,0,1
0,0,0,1,1,1,0,1,1,0,1,1,0,0
0,0,0,0,1,1,0,1,0,1,0,1,1,1
0,0,1,0,0,1,0,1,0,1,1,0,0,1
0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,0,0,1,1,1,1,0,1,1,0,0,0,0
