,children,age,income,churn,contacts,yearly_equip_failure,techie,online_security,tenure,monthly_charge,bandwidth_gb_year
4141,3,43,35590.37,0,2,0,1,0,2.414,114.9658,468.36494
4142,0,61,28963.75,0,1,2,0,0,24.94225,137.4392,2246.098296
4143,2,27,12211.88,0,0,0,0,0,1.887597,172.4441,628.4063951
4144,0,76,82481.35,0,3,0,0,0,6.592291,137.4392,646.3090606
4145,1,86,59196.24,1,1,1,0,0,4.154665,127.475,412.7637414
4146,0,77,25859.59,1,1,0,0,0,10.42248,137.4684,1028.818406
4147,3,44,13836.46,0,0,0,0,0,5.65315,104.9643,1070.918591
4148,3,22,91563.15,0,1,1,0,0,2.647286,127.4421,969.8255583
4149,4,67,61117.27,0,1,1,0,1,10.573,127.4958,1089.662539
4150,3,58,14656.97,0,0,0,0,1,10.36378,127.4783,1471.541306
4151,2,48,81945.11,0,1,0,0,0,5.814507,192.4885,795.5471897
4152,7,85,47066.46,0,0,1,0,1,19.94322,127.4958,1973.062252
4153,2,83,17786.67,0,4,0,0,0,12.63051,147.4421,1225.839629
4154,1,34,22447.98,1,0,0,0,0,3.988032,182.4676,758.5059535
4155,1,52,37438.69,1,0,1,0,1,2.459304,177.6508,753.8000793
4156,0,69,18370.06,1,1,0,1,1,5.877819,140.0013,1060.698386
4157,1,32,11091.57,1,2,0,1,0,3.850863,114.9658,560.5940436
4158,0,53,45396.13,0,2,1,0,0,17.62624,172.5034,1751.102541
4159,2,83,125288.6,1,1,0,1,0,2.026825,172.4742,364.1796625
4160,4,88,47792.78,1,3,0,1,0,2.735806,182.4538,537.4400071
4161,0,77,70094.06,0,0,1,0,0,5.131207,92.45514,740.9934575
4162,1,82,43447.28,0,2,0,0,0,11.25684,220.1323,1386.235112
4163,3,23,21308.46,0,2,0,0,0,10.52866,114.9509,1628.925715
4164,0,79,12547.26,1,0,1,0,0,8.596278,184.9496,1431.48792
4165,3,67,29318.96,1,1,0,0,1,4.618962,152.509,885.8344713
4166,3,26,25502.9,1,1,0,0,0,5.606293,124.9607,1193.722344
4167,1,31,88981.56,0,0,0,0,0,18.67357,149.9913,1971.643189
4168,5,78,41521.95,1,1,0,0,0,6.941165,125.0073,783.5447103
4169,0,78,938.81,1,0,1,0,0,10.91791,182.4676,1198.334446
4170,2,58,51755.55,0,1,0,0,0,7.33513,124.9607,1117.392471
4171,7,39,23042.88,0,2,0,0,0,5.062073,124.9643,666.238562
4172,3,36,98147.26,0,1,0,0,1,24.79814,104.9923,2334.936502
4173,1,22,58006.93,0,3,2,0,0,10.31681,114.9838,1061.819409
4174,1,40,17275.92,1,0,1,0,0,2.395742,129.9621,949.9087685
4175,4,32,44106.66,0,0,0,0,0,13.70911,124.9607,1868.762719
4176,0,82,29556.6,0,0,0,0,1,9.102322,169.9741,877.6347728
4177,4,64,52638.57,1,0,0,0,1,1.60558,232.652,949.8530724
4178,0,22,26998.56,0,0,1,0,1,26.10713,139.9861,2616.567484
4179,2,59,11109.83,0,1,1,0,0,8.450712,207.6094,1224.407955
4180,3,79,86060.95,1,1,1,0,0,12.3548,222.6281,2102.1428
4181,0,41,60646.06,0,4,1,0,1,4.892174,152.4798,829.160544
4182,0,50,7826.14,1,1,2,0,0,2.586551,197.6288,719.7255006
4183,3,27,49626.73,1,0,1,0,0,9.175977,174.9699,1754.124518
4184,3,44,62383.84,0,2,0,0,0,6.311363,169.9378,874.5896088
4185,3,82,52312.84,1,1,0,0,0,7.27652,240.1149,1155.524102
4186,0,76,32125.5,0,2,0,0,0,3.226415,169.9378,510.6595626
4187,0,73,50730.53,0,0,0,1,0,2.980706,182.447,422.3998081
4188,4,69,24641.27,1,0,0,1,1,6.783568,182.4653,1001.378182
4189,4,24,29303.95,0,2,0,0,1,5.648594,174.9581,1564.304827
4190,3,83,12711.69,1,0,1,0,1,6.184958,197.484,1468.274084
4191,0,36,28799.35,1,3,1,0,0,23.40043,162.4676,2772.321832
4192,3,39,100585.1,0,0,0,0,0,4.109741,137.4836,1027.507457
4193,2,53,68697.59,1,2,0,0,0,3.479316,200.1185,1254.551808
4194,1,75,24385.38,1,1,0,0,0,1.743805,255.1665,847.0257353
4195,0,41,77706.42,1,0,0,0,0,23.38469,265.147,2559.878176
4196,3,61,26393.26,0,0,1,1,0,16.19111,240.1149,1954.817992
4197,0,45,26053.32,1,1,1,0,0,14.10279,204.9797,1570.913875
4198,1,82,28423.59,0,2,1,1,1,5.102617,132.4798,1109.204756
4199,2,87,3168.14,0,0,1,0,0,4.61822,169.9378,567.9194367
4200,2,54,36821.9,1,1,1,0,1,1.474087,200.1465,791.2910428
4201,8,20,2246.27,1,1,0,1,1,7.874401,164.9785,1895.230077
4202,2,49,46328.01,1,1,0,0,0,2.885895,137.4836,867.4854039
4203,1,53,35207.0,1,0,0,0,0,19.48432,207.6094,2070.311565
4204,0,75,47915.97,0,0,0,0,1,1.203982,119.9568,696.77888
4205,3,57,11121.39,1,1,0,1,0,4.073125,267.6427,1571.964276
4206,0,67,39149.61,0,1,0,0,0,4.784022,124.9781,499.2698644
4207,1,68,12114.71,0,1,1,0,0,11.66425,139.965,1581.415147
4208,0,85,107570.9,1,1,0,0,1,1.063338,235.1417,990.2063632
4209,0,50,25598.66,1,0,0,0,0,1.070145,184.9496,909.8932554
4210,2,41,25223.93,1,0,2,1,0,9.664222,240.1149,1368.692393
4211,4,60,31574.68,1,1,2,1,0,3.921335,184.9496,1186.812133
4212,0,89,33406.38,1,1,0,1,0,8.925564,164.967,1391.823736
4213,0,80,12155.81,0,4,1,0,1,7.610924,149.9915,775.1851628
4214,2,60,25939.02,1,1,0,0,1,11.59641,149.9598,1209.433597
4215,0,72,18774.29,1,0,0,0,0,5.540815,194.9663,1201.716157
4216,1,23,55241.85,0,1,0,0,1,5.527407,174.9919,974.4325376
4217,0,40,24810.37,0,2,0,1,1,14.93552,165.0113,1670.49598
4218,0,30,39034.91,0,3,1,0,0,2.106961,149.9621,561.8079362
4219,0,24,38136.49,1,0,0,0,1,8.11277,174.991,1186.8504
4220,6,30,31817.36,0,0,0,0,1,1.923729,149.9778,577.0059283
4221,6,21,5853.02,0,1,1,0,1,3.542704,95.00571,645.1788133
4222,0,76,48206.11,1,0,0,0,0,4.192662,204.9634,700.7755614
4223,2,56,54715.58,1,0,1,0,1,16.61624,232.6228,2025.44891
4224,3,33,41130.54,1,1,0,0,1,14.91353,174.991,1806.936325
4225,3,25,12588.75,0,1,1,0,1,5.129202,130.0064,992.4933978
4226,1,83,10048.03,0,2,1,0,1,3.817742,152.466,506.3292263
4227,2,34,37252.55,0,3,0,0,0,14.48515,179.9476,1528.122932
4228,3,39,8330.58,1,3,2,0,0,19.39623,287.6427,2425.973996
4229,7,80,60909.21,1,2,0,0,0,3.367927,179.9794,722.0495418
4230,8,41,12021.28,1,1,1,0,0,9.031197,114.9838,1109.677542
4231,1,62,55801.79,1,4,0,0,1,10.77389,129.9915,1537.645961
4232,0,57,36057.73,0,1,1,0,0,8.526865,179.9476,902.9358857
4233,0,69,86274.26,1,0,0,0,0,3.761516,242.6281,924.9657013
4234,1,26,33554.09,1,1,0,1,0,10.1408,174.9699,1774.889088
4235,0,59,31150.04,0,3,1,0,0,13.33556,179.9476,1372.679029
4236,0,83,56532.82,0,1,0,1,0,14.61254,127.475,1330.997032
4237,0,54,47991.88,1,2,0,0,1,4.098818,184.961,1132.634807
4238,0,49,21152.89,0,2,0,0,1,10.99657,162.4653,1620.224811
4239,1,43,50673.99,0,0,0,0,1,8.361438,137.4978,1057.86587
4240,0,40,16320.7,1,0,1,0,1,5.058557,182.4653,831.9762364
4241,2,56,16374.21,0,1,0,0,0,4.816947,149.9621,760.1831445
4242,1,82,17778.12,0,2,0,0,1,6.470869,165.0182,884.0960804
4243,4,75,9479.49,0,1,0,0,0,9.079335,147.4738,959.8322448
4244,0,22,86019.75,1,1,0,0,0,3.984772,184.9496,1193.459499
4245,0,52,8122.26,0,4,0,0,0,17.13675,169.9447,1707.991573
4246,0,19,19211.13,1,2,1,0,0,1.741247,172.4404,1015.142572
4247,3,55,29711.39,1,0,0,0,1,2.011058,162.4653,956.6535443
4248,1,77,9954.05,1,2,0,0,0,12.48694,162.4608,1795.593522
4249,0,56,258900.7,0,1,1,0,0,8.870031,232.6415,1296.501758
4250,4,25,105969.1,1,1,1,1,0,4.082591,179.9656,787.75587
4251,0,46,25227.46,1,1,0,0,0,18.9981,200.1323,2521.277564
4252,1,80,60866.81,1,0,0,0,0,9.022068,214.9525,997.2010554
4253,0,70,70716.07,0,0,0,0,0,13.99745,159.9794,1741.511236
4254,2,71,115681.5,0,1,0,0,1,1.14019,127.525,396.3110471
4255,3,59,41302.92,1,0,0,0,1,6.322807,235.1591,1198.455198
4256,8,76,15610.48,0,1,0,0,0,23.81965,149.9621,2389.304765
4257,2,70,6119.53,1,3,1,0,0,1.31809,104.9629,295.3935883
4258,2,32,56607.8,0,3,0,0,1,20.52789,115.0021,1945.332394
4259,10,22,122756.3,0,2,0,1,0,14.86128,92.45514,2108.712631
4260,0,36,66737.35,0,0,0,0,0,16.53241,114.9658,1638.079725
4261,0,65,63033.65,1,2,1,0,1,3.402225,222.6326,1243.099192
4262,0,88,9683.56,0,3,0,0,1,3.160399,139.9568,400.9668713
4263,0,27,70424.63,1,0,0,0,0,9.658761,187.6422,1324.009256
4264,2,19,39526.95,0,1,0,0,0,10.40415,127.5067,1277.028074
4265,1,83,31355.16,1,1,1,0,0,13.92306,159.9476,1704.12272
4266,4,70,22552.58,0,3,0,0,0,3.381603,172.4441,671.4099396
4267,1,27,67600.28,1,2,1,1,0,7.218929,217.4725,1144.50246
4268,2,48,53516.91,1,0,3,1,1,7.244015,139.9861,1000.235232
4269,4,33,90633.74,1,1,0,1,0,4.072959,240.1149,1084.469104
4270,0,27,47989.95,1,0,2,0,1,15.98922,182.4653,1770.233657
4271,1,23,4308.47,1,1,1,0,0,2.337769,207.6094,763.7190374
4272,2,69,13386.4,0,0,0,0,0,28.31929,222.6281,3365.186813
4273,2,37,23757.46,1,0,0,0,0,7.816831,182.4433,1479.383716
4274,1,74,29311.58,0,1,2,1,1,16.74543,219.9902,1893.24474
4275,1,86,70250.39,0,2,0,0,0,5.321365,157.4698,502.9172945
4276,5,43,23638.05,1,1,0,0,0,5.493065,242.6143,1178.136437
4277,0,26,84681.03,1,0,1,0,0,3.606976,212.6415,1330.057877
4278,0,23,2716.95,0,0,0,0,1,24.09793,142.4855,2427.967505
4279,1,87,32855.22,0,2,0,0,0,11.32392,137.4872,922.3842497
4280,3,61,84478.95,0,0,0,0,0,8.06514,144.9607,866.9483546
4281,1,33,13106.6,0,1,0,0,0,3.30098,114.9658,594.5452132
4282,0,21,51814.85,0,0,1,0,0,9.468306,124.9607,1351.920539
4283,3,46,76134.13,1,0,2,0,1,1.52349,174.9882,1031.356925
4284,2,51,54290.34,0,1,0,0,0,10.15451,149.9845,1224.72764
4285,1,85,58516.37,1,2,0,0,0,6.418936,265.147,1103.319343
4286,1,79,45122.17,0,2,1,0,0,8.052952,182.4538,910.2691862
4287,0,35,34110.17,1,0,1,0,0,9.688409,182.49,1331.662313
4288,3,56,14725.39,0,2,2,1,1,22.05456,175.0062,2701.761153
4289,0,65,37261.82,0,3,2,0,0,4.164919,159.9349,577.4706172
4290,2,73,44060.25,0,3,1,0,0,7.518447,220.1185,1059.388627
4291,2,35,17995.63,1,0,1,1,0,6.602711,200.1185,1569.491526
4292,1,35,72462.36,1,0,0,0,0,19.56071,242.6106,2715.021658
4293,2,31,6827.15,0,0,2,0,1,5.458881,142.5007,1238.891522
4294,1,50,37146.88,1,1,1,0,1,18.601,235.1884,2291.446991
4295,3,45,41973.28,1,0,0,1,0,19.48354,137.4392,1943.635982
4296,3,54,17429.01,0,5,1,0,0,9.274687,169.9378,1170.725967
4297,3,37,13722.37,0,0,2,0,1,8.172776,184.9853,1275.385401
4298,1,81,28181.92,1,1,0,0,1,14.55246,119.9897,1439.519609
4299,0,74,11222.72,1,1,1,0,1,9.517804,164.9889,1104.302871
4300,1,24,21966.39,0,0,2,0,0,1.649887,137.5165,490.5057336
4301,0,25,49718.59,0,2,2,0,0,25.46342,182.4608,2585.068343
4302,0,55,29622.06,0,0,2,0,1,12.69881,174.9755,1469.854845
4303,2,62,37251.6,1,2,0,0,0,2.865504,187.6094,1123.372604
4304,4,89,61571.39,0,0,1,0,0,4.661936,127.4421,946.0176525
4305,4,77,10744.48,1,0,1,0,0,20.10599,187.6094,2595.464531
4306,0,77,33654.79,1,1,0,0,1,7.633263,152.4555,1357.166073
4307,5,57,38396.0,0,0,0,0,0,19.9534,127.4586,2098.351216
4308,3,50,13226.92,1,2,0,0,1,2.141515,277.6513,1094.028517
4309,3,35,46770.27,0,0,1,0,0,7.294292,134.9801,983.0214047
4310,2,64,54315.92,0,1,0,0,0,14.69884,137.4698,1705.410653
4311,1,79,31063.83,1,0,0,0,1,3.260154,255.1555,887.9936218
4312,0,87,13470.92,0,2,0,0,1,15.05177,149.9778,1281.098493
4313,1,57,114390.3,0,1,0,0,1,9.564915,257.6513,1984.206498
4314,0,65,94296.35,1,1,0,0,0,3.23817,147.4713,443.3624779
4315,0,38,66409.47,1,0,0,1,0,1.865935,159.965,514.9287886
4316,4,52,82955.59,0,2,0,0,1,15.10612,107.4958,2006.056116
4317,0,83,41557.24,0,3,0,0,0,11.12611,147.4738,978.1726612
4318,4,42,15762.73,1,0,0,1,1,14.40375,235.1417,2394.464952
4319,1,76,54883.0,0,0,1,0,0,9.121337,112.4551,770.7911152
4320,1,27,39224.01,1,1,0,0,1,1.11588,232.652,891.6297776
4321,0,37,88324.05,0,1,0,1,0,5.126165,127.4887,703.0576657
4322,4,81,46472.71,0,1,0,1,1,13.61148,199.9902,2072.299479
4323,2,45,114051.7,0,0,1,0,1,21.72968,127.5112,2087.790899
4324,0,74,47866.24,1,0,0,0,0,7.283667,230.1051,1064.970201
4325,0,37,47862.33,1,1,0,0,0,5.560793,162.4608,1246.154559
4326,2,54,23513.12,0,1,1,0,0,6.246694,79.97886,638.1637463
4327,0,24,2781.14,0,0,1,1,1,5.682535,207.4974,942.7449518
4328,2,20,10325.85,1,1,2,0,0,4.51753,252.6378,1187.095148
4329,0,40,58142.74,0,2,0,0,0,4.723073,159.965,660.1932315
4330,2,72,26965.24,1,3,0,0,1,3.656765,184.9785,780.9545758
4331,2,79,22380.45,1,2,1,0,1,1.946824,210.127,654.0700617
4332,4,85,37525.01,0,3,0,1,0,5.111561,160.0122,678.2091311
4333,3,72,12845.65,0,0,0,0,0,12.70316,149.9621,1337.6353
4334,0,48,54174.87,0,2,0,0,0,1.347728,139.965,767.0616095
4335,8,33,38877.66,0,0,0,0,1,13.19063,162.4833,2119.656047
4336,1,22,96925.17,0,2,0,0,1,21.42226,139.9875,2520.720283
4337,8,23,130732.2,0,0,0,0,1,6.186286,150.007,1165.027263
4338,1,71,65207.61,1,2,0,0,0,3.922369,129.995,564.188439
4339,2,78,65564.74,1,0,1,1,0,13.21733,230.1051,1599.616413
4340,9,43,40034.32,0,0,2,0,0,9.938448,149.9621,1390.888939
4341,2,52,42523.79,1,1,0,0,0,12.12501,139.9816,1419.040968
4342,1,86,38499.66,1,1,3,0,0,15.10828,200.1652,1740.076162
4343,8,54,18231.63,0,0,1,0,1,11.19005,117.4835,1380.517356
4344,1,44,16314.59,0,0,0,0,0,12.18592,127.4601,1638.620437
4345,2,74,18620.8,1,1,0,0,0,17.95225,139.965,2190.039608
4346,1,74,44526.16,0,1,1,0,1,19.78766,164.9785,2396.551383
4347,4,48,23184.49,0,1,0,1,0,11.20643,159.9642,1452.316701
4348,0,81,38363.26,1,0,0,0,1,2.582668,164.9715,866.3476333
4349,0,83,57119.13,0,1,3,0,0,8.152935,124.9781,722.8531617
4350,1,68,45125.98,1,0,1,0,1,5.402848,215.1591,1445.492967
4351,7,53,24050.09,1,1,0,0,0,7.969762,232.624,1848.363566
4352,3,54,20489.38,0,0,2,0,1,6.106821,107.4958,1149.045043
4353,1,41,18014.85,0,1,0,0,0,6.463724,157.4836,742.5950937
4354,10,32,36377.21,1,2,0,0,1,8.285158,277.6513,1824.879678
4355,1,27,11737.67,0,2,0,0,1,17.7076,222.65,2217.378277
4356,0,47,49662.82,0,2,1,0,1,31.81602,129.9763,2977.360531
4357,3,50,21902.4,0,3,0,0,1,23.55037,127.482,2097.12893
4358,3,26,20223.8,1,1,1,0,0,22.30566,182.4538,2313.442726
4359,2,89,63155.68,1,0,0,0,0,9.975367,172.4705,1476.916161
4360,4,40,26048.51,1,2,0,0,0,1.358678,230.1051,861.1555834
4361,0,83,8568.21,1,0,0,0,1,2.222289,184.9853,497.5901263
4362,0,71,25590.46,1,0,0,0,1,7.028485,194.9744,896.0733804
4363,2,89,4025.77,1,0,1,1,1,19.04207,267.6647,2183.450856
4364,3,25,48360.48,1,0,2,0,0,7.848542,265.147,1478.745798
4365,1,40,44309.72,1,1,0,0,1,7.539374,187.4673,1531.68836
4366,0,36,60010.8,1,2,0,0,1,11.07238,164.9853,1837.391501
4367,3,70,89882.52,1,1,0,0,0,11.86797,242.6143,1597.444059
4368,3,81,86374.11,0,1,0,1,0,7.649477,194.9699,956.2196954
4369,3,70,34260.52,0,1,0,0,0,16.60351,230.1051,1981.140361
4370,4,74,27361.04,1,0,0,0,0,4.030411,159.9476,1097.688317
4371,2,79,76126.58,1,1,0,1,1,14.34892,255.1555,1874.421389
4372,2,66,31680.85,1,0,0,0,1,19.30476,215.1591,2668.981332
4373,6,38,31239.87,0,0,0,0,0,8.584144,112.4844,1077.237101
4374,4,25,30324.88,1,3,1,0,0,1.849221,152.4907,778.5344798
4375,2,34,134838.8,1,0,0,1,0,9.51775,200.1323,1892.444874
4376,0,42,33471.07,1,1,0,0,1,6.708628,197.4702,1390.143881
4377,4,79,40869.93,1,1,0,0,1,10.28653,267.6647,1560.396967
4378,2,26,60826.49,0,1,0,0,0,11.32663,127.4887,1308.744827
4379,1,83,32783.94,0,2,2,1,0,6.574699,149.9845,877.990892
4380,4,86,16711.49,1,1,0,1,0,1.126364,200.1185,1015.130356
4381,2,55,49993.51,0,1,1,1,1,6.91807,147.4783,837.0503656
4382,1,31,29539.51,0,0,0,0,0,18.32428,157.4836,1747.20978
4383,1,55,45243.63,1,0,3,0,0,22.98475,207.6094,2350.571509
4384,1,87,15160.7,1,1,0,0,1,6.31339,187.4673,1324.19186
4385,1,84,42037.97,0,0,0,0,0,10.03914,124.9935,896.0387666
4386,1,48,34590.21,0,0,0,0,0,17.77264,139.965,2229.782748
4387,0,21,1193.66,1,1,0,0,1,21.50913,207.4811,2422.231415
4388,4,42,10093.3,0,3,0,0,0,20.88324,105.011,2027.833188
4389,3,82,38056.65,0,1,1,0,1,15.95966,167.4847,2158.69019
4390,2,31,48432.85,1,3,0,1,0,1.925345,194.9663,1183.751805
4391,3,19,57992.91,1,2,0,0,1,5.698156,235.1591,1325.472004
4392,1,30,74373.82,0,0,1,1,0,4.225661,192.4885,693.5913883
4393,2,25,79402.83,0,2,1,0,1,21.19498,235.1591,2458.677481
4394,3,26,30421.01,0,2,0,1,0,23.04458,159.9512,2218.850381
4395,0,57,66698.79,1,0,0,0,0,9.900853,222.6281,1880.847695
4396,0,56,18275.19,0,2,0,0,1,1.15025,164.9715,830.9443469
4397,0,89,40406.98,0,1,1,0,0,3.794103,92.5018,346.0280123
4398,1,84,45874.19,1,0,0,1,0,7.579193,182.4433,1275.031579
4399,5,56,6327.17,0,0,0,0,0,10.44433,147.4738,1164.755978
4400,1,52,76765.17,0,0,0,0,0,10.35635,159.9512,1114.676099
4401,0,78,28326.47,0,2,0,0,0,4.908846,134.9509,482.2768453
4402,0,33,42506.46,0,0,0,0,0,2.637164,179.9476,581.3197743
4403,1,48,8874.14,0,1,0,0,0,8.547698,179.9794,1066.677081
4404,0,70,17844.64,1,1,0,0,1,7.465071,222.6326,1559.606858
4405,3,87,34923.5,1,0,0,0,1,2.681114,207.4811,755.4687511
4406,0,49,156571.0,1,0,0,1,0,2.780152,124.9781,311.8065152
4407,3,37,29101.96,1,0,0,1,0,6.979961,159.9512,866.4850145
4408,3,18,57578.24,1,0,0,0,0,5.436971,179.9476,869.9774936
4409,1,70,55903.55,1,3,0,0,1,8.671709,152.4884,1086.818163
4410,2,51,18970.04,0,0,1,0,0,13.84934,169.9447,1456.422162
4411,1,29,37947.15,0,2,0,0,0,4.055418,149.9928,1002.424825
4412,0,29,88219.46,0,0,0,0,1,13.00557,94.97283,1618.779462
4413,1,29,39719.11,0,0,0,0,0,6.92143,157.4698,820.9054953
4414,3,89,20456.18,1,2,0,0,0,8.324816,92.5018,809.618878
4415,3,76,42529.4,0,2,2,0,1,3.985217,149.9915,583.5711218
4416,6,19,77498.99,0,0,1,0,1,16.27572,187.5139,2141.951697
4417,2,26,14345.87,0,0,1,0,0,21.52164,159.9349,2150.01852
4418,6,21,36562.75,0,1,1,0,0,7.332162,139.9979,1207.587701
4419,1,77,1143.18,0,0,0,0,1,3.318059,152.4884,625.201163
4420,1,29,41079.27,0,0,1,0,0,3.059231,117.4392,955.1927172
4421,1,33,8995.08,1,1,0,1,1,15.1242,255.1555,2057.979176
4422,1,21,40941.58,1,1,1,0,1,9.49754,177.6508,1432.135681
4423,0,73,87527.27,1,2,0,0,0,15.22417,172.5034,1570.995815
4424,1,75,5678.51,0,0,1,1,0,1.970645,139.9349,856.222981
4425,1,77,15876.36,0,0,0,0,1,1.78963,119.9568,816.0468833
4426,7,73,35665.19,1,1,0,0,0,7.007574,179.9476,941.4829653
4427,0,62,2772.21,1,2,0,1,0,7.457111,220.1323,1109.681229
4428,2,35,9121.25,1,4,0,0,1,12.44495,235.1591,1747.993101
4429,2,24,22041.68,1,2,0,0,1,5.147213,154.9618,1394.025763
4430,1,18,11574.18,1,1,0,0,0,2.382538,187.6422,788.1036301
4431,4,26,35553.18,0,0,0,0,1,8.454096,107.482,1383.139451
4432,3,21,46506.9,0,0,0,0,1,2.176948,130.0064,681.4206312
4433,0,85,28522.56,0,0,0,0,0,12.36516,169.9447,1208.822377
4434,2,32,8641.78,1,1,0,0,0,4.023413,184.9496,1225.408596
4435,3,63,38737.86,1,0,0,0,0,1.709971,172.4441,479.5519429
4436,3,40,38294.57,1,0,0,1,1,8.209844,164.9853,1635.02715
4437,5,31,10046.87,1,1,1,0,1,3.713732,194.9744,827.2524803
4438,3,66,23693.41,1,1,1,0,0,10.42522,172.4705,1619.969692
4439,1,72,61617.28,0,1,0,0,1,4.849803,182.4833,679.3728327
4440,0,42,26577.44,0,1,2,0,0,14.47965,192.4404,1617.050793
4441,7,64,57546.52,1,0,1,0,0,1.081032,230.1344,924.0234298
4442,1,27,62893.96,0,1,0,0,1,21.36386,115.0021,1999.438675
4443,2,74,25376.01,0,0,0,0,0,12.45303,137.4684,1313.657019
4444,4,45,19623.2,0,4,0,0,0,9.05217,167.4564,1042.770459
4445,1,57,23188.83,0,1,0,1,0,1.210715,159.965,347.446058
4446,3,38,15377.23,0,1,0,0,1,2.509742,162.4653,1135.537453
4447,3,46,56868.44,1,0,0,0,1,1.193519,222.65,863.525358
4448,4,42,23813.32,1,0,0,0,0,6.736871,222.6281,1746.862212
4449,3,62,32383.92,1,2,0,1,1,3.033312,162.4689,618.6284163
4450,2,47,5570.57,0,2,0,0,0,5.891019,152.4742,1294.614623
4451,3,38,47890.17,0,1,1,0,0,5.452285,147.4564,1153.463764
4452,3,45,58187.04,0,0,0,0,0,8.342325,114.9509,1377.652033
4453,9,77,14301.62,0,1,0,0,0,19.22796,114.9509,2267.103404
4454,1,48,12122.59,1,3,1,0,1,6.203352,175.0211,1019.803014
4455,1,75,25130.75,0,0,0,1,1,8.867984,197.4876,1089.367201
4456,0,18,25947.16,0,1,0,1,0,9.131577,117.4392,1458.027932
4457,1,36,71686.32,0,3,0,0,0,23.78115,124.9643,2025.167432
4458,4,40,14912.08,1,0,0,0,1,3.575214,225.1457,1616.617211
4459,1,55,45856.05,0,1,1,0,0,16.77025,147.4564,2045.813243
4460,3,18,8894.87,0,1,0,0,0,2.546083,124.9607,886.9184762
4461,0,61,84292.41,1,3,0,0,1,2.477662,232.652,860.9528478
4462,7,62,37029.52,1,1,1,0,1,1.871066,215.1591,1360.486206
4463,2,82,28823.65,1,0,0,0,1,6.403708,225.1457,1649.105838
4464,2,39,98176.66,0,0,0,0,1,10.4983,154.9919,1691.271964
4465,3,31,33568.24,0,1,0,0,1,15.85774,149.989,1756.414097
4466,7,54,41931.72,0,1,2,0,0,9.894265,214.9525,1338.619611
4467,1,21,20057.8,1,1,2,0,1,2.426747,222.6326,1385.269228
4468,1,49,110960.3,0,1,0,0,0,9.790274,137.4392,1027.652777
4469,7,42,33338.52,1,1,0,0,0,4.419844,149.9621,927.4696678
4470,4,33,1405.18,1,3,1,0,0,8.26392,152.4742,1514.229261
4471,1,62,67129.6,0,1,0,1,1,8.157412,149.9915,909.7634001
4472,2,88,143794.0,1,0,3,0,0,11.42705,184.967,1209.083545
4473,2,36,22082.05,0,0,0,0,1,6.681836,142.4855,1019.877653
4474,4,38,32253.23,1,1,0,1,1,2.589118,197.484,1351.962079
4475,0,82,100785.5,1,0,0,0,0,8.902965,159.9476,1347.567075
4476,2,22,21395.1,0,1,0,0,0,5.892496,124.9781,716.9177978
4477,2,46,22922.41,0,1,1,0,1,2.577535,139.9568,552.480335
4478,4,37,7588.08,1,1,0,0,0,2.820837,182.4538,664.5638593
4479,0,22,57737.27,1,1,0,0,0,2.005733,275.1336,960.0935745
4480,0,51,35194.3,0,2,0,0,0,11.30633,149.9621,1199.678982
4481,0,73,12409.38,1,1,0,0,0,5.364815,152.4907,786.0813559
4482,0,84,14146.51,0,0,1,1,0,11.17891,92.45514,1213.57856
4483,1,88,14821.76,0,3,0,0,1,7.326372,152.4798,858.2482994
4484,4,64,57588.9,1,1,1,1,1,1.204999,197.5169,744.1347048
4485,0,72,39382.66,1,2,0,0,0,10.96384,240.1149,1398.087425
4486,0,28,93909.59,0,0,0,0,0,12.75395,202.4433,1438.364422
4487,4,25,14738.27,1,4,0,1,0,1.1518,182.4676,695.0268746
4488,1,58,83027.06,1,2,0,0,1,11.94283,194.9744,1289.865177
4489,0,74,25700.68,1,1,0,0,1,2.147261,270.1604,1341.275592
4490,0,87,18148.08,1,2,1,0,1,21.72982,235.1555,2757.839041
4491,0,32,8457.83,1,2,0,1,0,7.042459,139.983,1228.595252
4492,3,27,29924.06,1,0,1,0,1,3.592376,119.9568,1189.261161
4493,4,61,48521.27,0,0,1,0,1,15.73713,177.6508,1904.60275
4494,9,30,13556.67,1,0,1,0,0,6.831686,232.6415,1491.790762
4495,1,60,45091.73,0,1,0,0,0,12.94793,144.9607,1126.457158
4496,1,81,55861.93,1,1,1,0,0,2.284487,212.6415,1119.209524
4497,0,83,13133.15,1,2,0,1,1,12.2964,139.9875,1459.899487
4498,3,63,16966.71,1,3,0,1,0,1.655301,117.4392,837.3072679
4499,1,50,54507.76,0,0,1,0,1,19.69566,172.5104,1876.809732
4500,3,45,30502.48,1,0,1,1,0,7.521969,192.4404,1129.471568
4501,1,30,17739.09,1,1,1,0,0,5.123883,194.9663,1418.327071
4502,0,87,348.67,1,1,0,0,1,14.86376,202.6362,2089.529125
4503,1,70,70656.34,0,1,0,0,1,5.141927,182.497,708.4028154
4504,0,28,30661.99,0,0,1,0,0,1.554749,172.4441,489.2316753
4505,2,45,75255.33,0,0,0,0,0,10.50995,114.9658,1176.673652
4506,1,35,114401.9,0,1,0,0,1,15.12559,167.4847,2229.929037
4507,4,37,9447.9,0,2,1,0,0,5.113589,129.9483,1241.024324
4508,0,50,25990.9,1,1,0,0,0,10.88666,147.4421,1129.578351
