,children,age,online_security,monthly_charge,bandwidth_gb_year
2535,4,73,0,137.4392,587.7258611
9132,3,32,0,252.624,6259.78278
1907,1,30,0,127.458638,505.6979276
42,4,41,1,255.141716,1125.581944
9491,3,34,1,212.6228,4730.05387
368,2,63,0,162.471255,1460.513443
1151,0,32,1,95.019486,1093.345316
7752,1,66,1,235.1591,5933.787702
6358,0,53,0,152.4742,6410.828016
5912,4,31,0,267.6427,4642.627892
6507,0,83,1,290.1604,4889.524005
7525,0,67,0,194.9992,3879.472538
4160,4,88,0,182.4538,537.4400071
4287,0,35,0,182.49,1331.662313
7775,1,87,0,117.4858,3621.670599
6714,1,21,0,235.1372,6068.879961
174,2,44,0,147.473844,939.7181324
1903,3,27,1,95.005709,617.4480514
1099,2,43,0,210.105118,2172.681118
8114,1,46,0,112.4551,4529.292662
3408,0,32,0,149.9776,1535.243963
1538,3,86,1,197.48762,1162.715411
2292,0,47,1,160.0013,499.7241703
9300,8,42,1,277.6513,6705.630348
1363,0,43,0,117.487242,976.9718156
7188,1,70,1,162.4689,5046.115879
6627,1,64,0,192.4404,4565.61325
5260,0,19,1,174.9581,5717.290302
6815,4,19,1,184.9853,6480.947018
9461,2,74,1,245.175,4969.876754
680,1,76,0,92.455141,954.4058631
9315,0,72,0,149.9378,6081.603462
9298,0,82,0,200.1323,4761.06852
3664,1,24,1,182.497,893.9429985
1661,0,39,0,230.105118,1632.365102
508,1,22,0,182.490006,736.9303356
166,1,73,0,149.948316,847.110799
5497,1,20,0,174.9699,5003.406744
8299,4,19,0,92.45514,5347.491386
1006,2,78,0,207.609354,888.7604416
9739,1,77,0,200.1323,4333.830722
1914,0,58,1,245.145743,911.3769495
3494,3,51,1,127.4783,2078.823247
9633,3,39,0,182.4433,6814.250407
9750,2,32,1,127.482,5774.248908
6444,7,57,1,245.1283,5861.769044
4990,0,31,0,162.4937,1678.565511
2536,0,42,0,147.4421,1559.752741
1104,5,43,0,214.952509,1764.939141
3875,1,34,0,242.6143,1306.124464
7523,1,57,0,222.6281,6007.023157
1752,2,39,1,164.978458,2137.666732
5310,0,33,0,210.1051,6317.996068
7296,2,41,0,222.6143,5934.1799
2916,0,67,1,245.175,1704.872057
8974,1,52,0,220.1615,5672.886971
5754,8,73,1,144.9889,6398.11875
152,1,41,1,162.452604,951.8524406
7690,0,27,0,144.9607,5906.432884
5679,0,72,0,172.4404,5229.211184
3907,0,87,1,194.9744,511.1215788
9135,0,48,1,162.497,5655.286153
2552,1,63,0,222.6143,1654.594921
2773,4,22,1,164.9853,2037.009094
6098,1,88,0,124.9607,6112.379667
3551,3,19,0,207.6094,1472.144905
3722,0,19,1,142.4689,1116.476714
9870,1,47,1,114.9728,4620.499985
520,1,29,0,139.99789,2101.344074
8033,2,29,1,235.1884,5249.77275
4538,0,64,0,159.9942,1458.518135
6778,2,41,1,82.49655,4965.419569
1822,1,55,0,124.964303,1222.291008
4086,3,75,1,277.6513,1017.250159
6148,3,66,0,149.9776,4847.690335
8742,2,18,0,159.965,5422.994493
9472,7,82,1,204.961,4810.093397
7741,3,22,1,197.484,5888.954237
309,3,31,1,144.988941,1301.49424
7720,1,71,1,245.1283,5507.49448
8222,1,18,1,194.9744,5068.172778
8656,0,40,1,187.4673,6092.611808
3599,0,66,0,197.6288,966.3793761
3622,2,19,1,172.4848,1819.640333
3811,1,71,0,124.9643,1844.72312
3450,1,31,0,262.6106,1053.191872
4591,2,38,1,202.65,1542.618812
205,0,25,0,240.114868,2059.200998
9840,1,58,0,114.9976,5726.103148
1135,3,53,0,252.637807,1407.12838
9384,8,48,0,182.447,5833.372426
2749,0,60,1,267.6647,1636.428296
3613,3,88,1,162.4526,522.4324646
305,4,80,0,137.468388,649.3891796
1849,2,36,0,157.483594,1210.450532
7669,2,44,0,182.4538,5139.969727
1988,1,70,0,147.460067,246.039373
3240,5,86,1,194.9744,605.6512541
2798,0,19,1,149.9741,1313.391104
4515,3,18,1,174.9755,1377.344633
5630,1,21,1,174.9755,5547.950501
9372,3,57,0,184.967,3495.239613
3109,2,63,1,182.497,891.9183387
4939,2,21,0,182.4608,618.5873585
4059,1,79,1,190.1599,863.4968708
1987,0,19,0,192.440432,811.9419618
7157,2,20,0,172.4885,5172.214852
8874,1,31,0,232.6378,6369.536182
6613,0,18,0,139.9349,6206.523208
383,0,58,1,149.977753,1586.699491
5634,3,53,0,152.4579,6382.531232
4307,5,57,0,127.4586,2098.351216
3388,0,30,1,120.0049,1875.470621
3156,0,39,0,134.9509,487.9567265
9995,3,23,0,159.9794,6511.252601
2727,0,53,0,117.4872,1197.872957
6333,4,75,1,232.6228,5011.057255
9899,1,64,0,242.6143,6445.031985
8751,0,64,0,242.6281,5772.05845
8302,0,48,0,114.9509,6259.287322
6037,1,86,1,137.4686,3145.639435
3832,1,21,1,162.4833,1659.460954
8917,0,38,0,124.9781,3650.098328
4776,0,70,0,242.6106,3070.896284
4276,5,43,0,242.6143,1178.136437
253,3,58,0,159.965581,1066.632555
7895,1,32,0,117.4392,5134.60308
9590,1,56,0,204.9634,5296.605879
7288,0,58,1,130.0244,5255.178769
278,0,23,0,147.460067,682.9871863
3252,3,72,0,129.9621,1060.077964
2480,1,28,1,132.466,2062.862632
289,0,26,0,117.439154,1775.838153
6086,9,57,0,117.4858,5184.100141
3075,0,68,1,222.65,1248.474574
8123,4,26,0,230.1051,5998.967483
7598,0,52,1,117.5152,6173.441338
6403,1,61,1,82.49655,4079.477384
5089,3,41,0,192.4705,6286.888744
7283,1,86,0,125.0073,4711.062821
9717,0,28,0,124.9643,5236.791874
8402,1,72,0,159.965,3798.956979
6121,4,69,1,197.484,5435.229637
7754,4,27,0,179.9476,6054.623559
270,4,61,1,194.974431,558.4710883
6009,0,65,0,220.1149,6246.864694
4570,3,32,0,232.624,1827.741525
9116,5,75,0,207.6094,5684.304563
9803,1,32,0,152.4579,6120.360369
2971,3,75,0,162.4608,877.1087708
6193,1,85,0,202.4433,5349.364775
8768,1,44,0,149.9621,5467.127682
4207,1,68,0,139.965,1581.415147
3218,3,76,1,212.6228,1872.755243
1391,4,56,0,175.133074,1798.360928
3975,0,84,0,287.6427,924.9352116
4316,4,52,1,107.4958,2006.056116
7959,1,25,0,157.4836,4361.243355
7344,1,38,0,149.9621,3989.844733
7448,0,20,1,162.4827,6039.469343
83,4,71,1,120.004928,1885.939118
873,0,55,1,187.481057,1097.557516
9605,3,34,0,207.4754,6001.171287
7635,3,62,0,210.1518,3749.327724
4557,1,51,1,129.9598,2182.755951
4500,3,45,0,192.4404,1129.471568
4647,3,76,0,147.4421,1042.786672
2038,1,54,0,104.9629,717.4865643
9694,0,79,0,182.4538,3759.112446
6909,0,72,0,114.9658,4879.946762
2450,6,22,0,92.5018,505.1435902
3954,0,65,0,127.4887,889.7590173
2329,4,40,1,129.9915,1190.326671
9124,0,20,0,149.9928,5553.7371
7044,3,61,0,127.4601,3975.383715
5042,0,69,0,184.967,5673.501264
9364,0,54,0,179.9656,5653.877056
4746,2,58,1,129.9915,2632.143148
9367,4,27,1,245.1612,4016.522653
9402,0,82,0,207.6094,5441.578168
6491,0,38,1,120.0035,6233.777957
6637,0,71,0,137.4698,4149.514153
7225,3,83,0,262.6106,6336.053167
2401,0,34,0,117.4392,1058.643568
5520,0,70,0,232.6378,6155.213641
1216,0,23,0,182.467607,1310.382845
8695,1,58,1,137.4978,4401.494135
6020,7,42,1,194.9581,6308.688863
6865,3,48,0,214.9525,6108.046116
1064,0,66,1,184.978458,1171.815364
3786,0,40,0,169.9928,1230.552027
4410,2,51,0,169.9447,1456.422162
6859,1,28,1,174.9882,5258.0441
6760,0,83,0,92.48802,5809.037267
5523,2,45,1,172.4555,5484.119427
5996,3,23,1,245.1457,6447.175354
8833,3,50,1,159.9875,5559.691145
5888,3,29,0,144.9607,5386.649919
2161,1,68,1,117.4686,1133.237154
3008,4,72,0,169.9378,856.755649
1105,3,28,1,152.455519,2006.076916
6654,2,77,0,159.983,5364.283551
692,0,77,1,152.479779,1813.614194
9957,3,89,0,187.6094,6707.388345
4956,0,25,1,217.4702,1088.018039
6597,3,66,0,129.9483,6453.516809
8480,4,53,0,184.9496,5218.124457
4369,3,70,0,230.1051,1981.140361
2765,1,34,0,179.9476,904.6029537
3929,8,25,0,124.9643,965.4661617
7134,4,50,1,232.6228,6020.055985
8735,4,31,0,114.9838,6103.615106
7530,4,89,0,147.4564,5659.985455
7528,2,19,0,222.6143,4872.376444
628,0,18,1,197.48762,838.8374504
2451,4,26,1,212.6695,1391.330245
6239,2,80,1,139.9861,4909.784465
7012,1,29,1,225.1457,5736.11308
3824,2,44,0,137.4392,780.0022534
8977,3,30,0,117.4858,4263.488866
2652,0,67,0,172.4885,1003.080929
9107,3,19,1,207.4974,6173.702221
3743,4,64,0,147.4601,1238.315929
2176,0,70,1,202.65,1980.207923
9906,3,76,0,182.4433,6304.203672
9263,1,69,1,149.9598,4458.339586
3318,2,27,1,129.9598,1038.488008
6343,2,22,0,144.9607,5372.574608
2787,1,59,0,127.4601,2166.207365
4105,3,28,0,255.1198,3452.422228
6355,3,34,0,147.4713,3948.148041
1676,3,41,1,162.468917,522.4564791
3947,0,62,0,139.983,1639.020185
4444,4,45,0,167.4564,1042.770459
2936,1,42,0,149.9621,3035.613983
9005,0,43,0,127.4738,6110.183
7766,1,67,0,192.4885,4345.452904
5722,7,33,0,202.4433,4811.298513
7441,3,78,1,114.9728,5390.143405
2503,2,75,0,169.9447,1811.777309
8482,4,77,0,182.4433,4984.621447
2369,2,66,0,220.1149,1553.818731
4967,2,41,1,184.9939,688.2220572
5883,2,19,0,204.9634,5976.68996
2217,0,39,0,159.9805,1385.435891
5847,1,43,0,255.1372,4656.200883
2218,1,32,0,182.4676,1515.763354
3326,3,31,1,235.1417,1318.882817
6733,0,79,1,137.4686,5328.678277
3583,1,67,1,107.4806,1555.471333
9824,7,71,0,240.1149,4979.183398
3619,3,64,0,200.1323,1246.012987
7707,1,62,0,255.1336,6209.128682
6432,4,43,0,134.9801,6188.322388
3115,3,26,0,222.6143,2541.621959
85,0,33,1,139.95684,562.6095219
5973,4,22,0,149.9776,5679.986847
2801,0,50,0,127.4887,921.8193418
3671,4,35,1,172.4848,971.4767445
3667,3,27,0,112.4844,618.2837675
9794,3,31,0,172.4404,6714.776908
5158,0,49,1,242.6326,6284.835432
5725,2,31,1,182.4653,4861.72144
4590,2,69,1,174.9744,2140.11456
2019,2,72,0,192.4567,722.0796766
7831,1,83,0,184.967,4262.753521
2525,0,22,0,179.9656,1811.884356
8286,0,29,1,104.9923,6087.732666
9206,4,24,0,172.4733,5284.511287
3212,1,39,1,132.5127,620.1308589
519,3,48,0,117.485813,967.7426094
5366,0,30,0,222.6281,6246.585167
6762,2,18,0,159.9942,5338.721765
2895,0,49,0,214.9663,1548.154792
244,1,63,0,207.609354,849.1972541
5930,3,59,1,127.5112,4979.764199
4714,1,71,0,182.447,1475.269918
9567,0,37,0,169.9928,4316.799528
3425,2,23,1,270.1604,1812.910095
6931,1,52,0,117.4392,5786.794488
6720,0,34,1,235.1555,6655.926837
7410,0,57,0,124.9607,4636.850137
6177,4,35,0,182.4538,5840.003407
7250,0,75,1,174.9581,6477.148408
5509,3,85,0,137.4836,5245.226834
2001,1,62,1,204.961,570.9128348
885,0,31,1,207.481057,1366.210807
869,0,78,0,179.947583,473.0515906
9688,0,20,1,149.9915,5999.97193
5720,1,88,0,137.4872,5739.929828
356,0,54,0,182.446995,764.2419259
9907,1,26,0,159.965,3999.505021
5451,9,60,0,184.967,5948.856328
8193,2,80,1,107.482,5099.928127
6438,2,49,0,139.9512,5773.715899
7704,8,66,0,162.5005,5544.892096
1275,0,76,1,217.483972,955.0181592
1890,0,49,0,200.132293,1751.848426
8686,0,73,1,219.9902,5338.376401
6568,4,20,1,204.961,5265.888272
9623,10,79,0,172.4567,6432.294015
3563,0,29,0,169.9671,799.8803649
5787,2,22,1,119.9897,4031.48686
4958,2,89,0,255.1336,1975.678599
1546,0,24,1,175.02109,1926.295645
2380,0,72,0,127.4887,1617.794287
3823,3,59,1,207.4811,1575.21359
3232,0,18,0,139.9512,1131.268205
8399,0,65,0,149.9447,5773.964084
3306,2,29,0,137.4616,722.927922
492,0,61,1,129.977753,1197.080651
3499,4,82,0,149.9483,863.2029351
6664,4,31,0,159.965,5065.07831
1116,0,21,0,117.487242,699.4793992
5637,0,86,0,149.9913,4884.456533
8774,8,33,1,225.1457,6089.067076
6146,3,62,1,142.4526,4875.213905
9867,3,48,0,255.1665,5309.98506
8775,2,63,0,127.4601,3838.72543
6707,2,42,1,245.1283,5955.088107
9948,3,77,1,207.4811,5760.776706
7965,7,89,0,124.9607,3807.283723
3645,4,19,0,117.4392,2322.340226
2500,1,60,1,137.4686,459.9710645
5677,2,70,1,139.9861,6104.192973
5241,3,36,0,172.4579,4517.31047
6518,1,30,1,194.9581,4453.928623
2783,2,88,0,210.138,2087.462333
6158,0,40,0,149.9928,6254.208798
3809,1,23,1,174.9919,762.6142063
9428,3,61,0,172.4567,5548.443188
9524,5,55,0,242.6281,6361.936513
8599,1,78,0,202.4433,5614.068087
1696,0,37,0,194.976769,609.6168115
5685,1,46,1,277.6513,5945.934734
8367,3,35,0,192.4885,4951.560917
5939,1,24,1,169.9741,4019.765436
2052,2,87,0,242.6106,1187.716662
1776,3,19,0,232.62403,2954.525101
6560,0,66,0,182.4433,5055.080442
3313,0,24,0,179.9794,1305.850314
4781,0,41,0,159.9476,1589.460591
8538,1,67,1,235.1591,6217.645459
6781,0,57,1,217.484,6073.6103
1592,1,87,1,194.988208,1204.745285
1723,4,26,1,222.665436,1024.224748
215,2,73,0,117.472036,1535.788894
6326,2,61,0,262.6106,6538.478003
8256,0,80,0,182.447,4569.936966
490,2,68,1,130.006414,565.3167155
9133,2,64,1,235.1417,6543.668076
3483,0,35,1,129.9763,1051.602727
5102,1,64,0,235.1372,6131.039453
5187,0,88,1,187.4811,6472.755676
3431,2,27,0,230.1344,1197.221097
9198,0,65,1,119.9568,4934.319062
7710,2,48,0,149.9378,6279.520379
5513,0,64,0,169.9447,4727.689294
25,1,77,0,92.455141,774.2937069
3512,2,42,0,137.4872,1400.209069
2409,0,59,0,187.6094,2147.084163
3270,1,80,1,204.961,1041.036664
5209,2,43,0,92.48802,5877.534771
8711,3,21,0,220.1478,4917.704271
1552,0,28,1,139.95684,628.7420412
9197,2,65,0,159.9349,5893.622644
8621,4,33,0,179.9476,5671.161211
3871,8,66,0,112.4551,1054.031935
3402,0,59,1,152.4624,1060.105051
4529,1,79,1,129.9778,945.5437173
979,0,60,0,162.446995,1040.272445
2655,1,32,0,245.147,2536.53749
1847,0,59,0,147.442069,1294.790222
7964,4,61,1,152.4555,6133.741768
8240,1,46,0,192.4567,4466.695172
7145,7,20,0,147.4738,5718.653054
7299,3,50,1,152.5022,5781.814396
5721,0,48,0,167.4564,4647.66648
515,1,59,0,175.133074,1581.016214
8745,2,41,1,162.4689,4662.416793
8297,2,44,0,192.4705,5549.111256
1102,1,33,1,149.959755,1077.09525
3276,2,85,0,129.9621,734.3603159
7217,1,86,0,137.4872,4147.198681
7389,1,83,1,222.6326,6450.35056
9077,4,42,0,149.9483,5694.946384
8337,1,18,0,124.9607,6108.607607
3996,3,48,0,172.4705,2960.453451
194,0,19,0,202.443347,741.7766988
4711,0,65,0,204.9797,761.3473324
643,4,47,1,222.649979,878.627791
9089,0,87,0,117.4872,5454.520916
3285,9,81,1,204.961,1927.803648
3116,1,75,1,129.9778,2561.675396
6476,3,39,0,182.447,5332.826382
3575,4,56,0,127.4601,1029.623058
9023,1,54,0,210.1051,5027.584509
4320,1,27,1,232.652,891.6297776
9992,1,18,0,137.4392,5001.371216
2207,2,35,0,172.4733,1495.042007
4552,4,48,0,157.4836,558.284596
7316,1,33,1,152.4555,4914.99202
3718,0,62,0,104.9781,707.1891381
972,8,34,1,235.141716,1548.705967
4579,0,66,0,159.9642,562.8048829
719,1,80,0,127.474951,718.0624099
9017,2,53,1,115.0021,5753.585929
6155,2,58,0,112.4551,4792.875751
9430,0,20,1,152.4798,6161.795039
3896,3,74,1,142.4526,1474.927731
2803,0,26,1,202.6362,1481.311788
2566,1,55,0,230.1051,1170.676993
4025,3,36,0,92.45514,1851.710555
6198,1,82,1,152.4952,5485.07682
32,6,82,0,230.105118,1013.993166
8307,1,84,0,167.4564,4724.945111
8831,6,80,0,149.9707,4577.776917
9818,4,34,0,79.97886,5276.417702
4063,1,37,1,154.9755,2574.581362
8948,1,81,1,257.6513,7015.439922
5540,0,51,1,162.4827,5379.145841
1697,1,37,1,164.985293,1882.951404
2792,2,83,1,172.4555,673.8697136
2222,3,73,0,117.4872,1606.689609
5818,0,65,0,252.6378,6171.559833
9662,2,20,0,207.6094,3981.346329
3764,1,22,0,184.9634,1403.371015
3866,0,81,0,117.4858,1437.800807
6421,0,77,0,139.9979,5799.405302
9399,2,24,0,169.9447,5430.887513
8938,5,70,0,147.5031,6056.024801
6671,5,57,1,212.6695,4625.577762
7978,1,60,0,125.0073,5228.641848
3758,0,32,0,192.4885,1066.382948
9774,2,46,1,162.4689,4164.432685
3227,0,87,0,144.9607,1301.332682
7802,2,36,1,149.9598,4885.896119
3923,2,64,1,184.9785,717.8935328
3904,1,75,0,169.9447,826.366889
2277,1,51,0,92.45514,1966.502807
6810,1,26,0,159.9642,4974.850117
1401,3,24,0,255.133571,2383.673575
739,0,88,0,147.442069,248.179366
4266,4,70,0,172.4441,671.4099396
9861,6,41,1,149.9915,4794.939338
7352,3,68,1,162.5007,5766.235014
7518,2,25,0,112.4551,4460.767183
3851,1,29,1,232.6228,1937.879436
8631,1,57,0,182.4608,5569.125917
2661,3,64,0,210.138,1421.06817
6504,1,85,1,129.9598,5770.223241
9799,4,71,0,152.4742,5253.832164
674,4,68,0,159.983006,532.0660282
7105,3,62,1,95.01949,3907.786822
6360,1,40,0,240.1149,4435.063306
3841,5,41,0,230.1344,1647.527241
1815,0,27,0,157.483594,1549.802896
9489,1,80,0,114.9509,5233.838265
9838,2,43,1,207.4673,6193.937954
9201,0,30,0,152.4579,6706.905363
4653,4,77,0,220.1478,1058.563314
8692,3,57,0,182.4608,4745.40142
2100,4,59,1,172.5104,773.1752584
7711,1,62,0,139.9349,6285.15592
1673,1,70,1,194.988208,971.7404705
2101,0,60,0,159.9642,845.9832801
4213,0,80,1,149.9915,775.1851628
6958,0,77,1,202.65,4405.254802
1548,0,30,0,207.609354,1612.238384
9550,3,53,0,92.45514,5790.905465
3323,3,37,0,265.147,887.1803664
9583,1,81,0,147.4564,5695.835152
355,1,37,0,114.950905,1778.431765
5184,4,22,0,137.4684,4946.910016
1461,8,37,0,159.979358,1336.534659
7624,3,54,1,222.6326,6183.792283
9385,4,69,0,127.4601,4688.00861
3220,0,59,0,207.6386,1071.748463
939,1,32,0,139.965008,848.3285479
5147,1,85,1,160.0013,4658.564203
5923,1,30,0,104.9629,5401.772294
7883,0,51,1,130.0064,5604.547333
1751,0,21,1,290.160419,1150.574869
9468,1,65,0,265.147,5128.476246
7597,1,29,0,172.4579,5588.834646
1772,1,68,0,240.114868,764.3624669
1196,1,42,1,152.510442,1251.289889
1878,1,43,0,172.503404,1042.502776
2668,3,40,0,179.9794,1800.326325
3171,0,50,1,140.0342,1109.724061
2016,4,86,1,245.1457,970.5121325
2005,0,18,0,144.9607,278.4405252
8272,3,74,0,152.4907,4907.861735
3893,8,85,0,197.6288,978.0906718
9991,0,52,1,162.4526,4948.48511
3237,1,83,1,142.5156,938.8632527
4424,1,75,0,139.9349,856.222981
4744,3,87,0,179.9656,1684.817133
2078,1,36,0,114.9838,2405.424259
5219,3,61,1,182.497,6051.573796
396,1,82,0,232.637807,1342.310858
2788,1,49,0,102.4746,655.1704765
8877,2,74,0,137.4872,3964.578207
8638,0,80,0,144.9607,4088.428701
4072,0,87,0,147.4738,985.0942314
5574,1,87,0,162.4676,5815.857846
8369,6,79,0,104.9643,4263.127961
9507,1,85,0,204.9634,4364.211589
5355,2,52,1,174.9744,5205.750156
7233,1,46,1,184.9785,5614.133645
9483,4,78,0,220.1323,6119.939852
6820,1,45,0,204.9634,4750.263677
1519,3,19,0,147.460067,1561.767949
8196,1,33,1,245.132,5696.204344
1378,1,67,1,159.987503,596.625449
5672,3,44,0,252.624,6462.182186
1023,1,75,0,157.483594,908.6839372
2587,0,41,1,162.4827,1381.77131
7042,0,55,0,232.6378,5649.459364
5621,2,77,1,210.127,5536.195731
7637,1,83,0,117.4392,5126.88947
5008,2,38,0,127.4421,5870.579573
2857,0,34,1,212.6228,1227.924743
8254,4,68,0,167.4564,5540.602926
5771,2,43,1,129.9915,5771.251702
5842,3,56,0,214.9525,5466.255604
8027,3,76,1,182.4653,5034.929065
5832,0,29,0,129.9483,6590.287954
1629,2,29,0,127.474951,772.3133729
4888,3,43,1,235.1591,1270.455838
4526,0,59,1,154.9755,1015.460451
3523,2,44,1,147.4783,558.9941784
5904,1,35,1,127.4958,5805.233954
7781,4,44,0,182.4433,6716.643947
3607,1,58,0,220.1323,1066.249033
9418,3,88,0,157.4698,3968.64853
5220,1,45,0,160.0122,5617.036978
234,4,19,0,127.474951,1029.489242
7755,0,40,0,149.9845,5144.345915
3796,0,50,0,159.9794,987.7767172
4118,3,88,0,187.656,1542.223736
6318,9,57,0,152.4441,6591.238553
5001,2,61,0,184.9634,5356.543952
3800,2,67,1,159.9875,684.120914
7809,3,35,0,220.1149,5431.77178
3899,8,73,1,162.5299,1473.227973
5024,0,47,0,240.1149,5148.276996
1948,3,55,0,137.487242,590.602719
6361,0,28,0,192.4404,5430.596567
470,2,67,0,192.440432,499.7170655
9944,0,85,0,172.4742,5116.489299
3492,0,38,1,174.9882,1918.9486
6091,1,38,0,162.4676,4570.378779
2671,2,55,0,252.624,924.6142337
9800,1,70,0,134.9801,5915.025109
2224,3,46,0,182.4433,1772.190486
1106,3,65,0,207.638588,1177.735155
2188,0,81,1,222.6326,1641.698648
818,0,83,0,172.44408,1022.516053
5571,3,27,1,162.4689,6284.979187
4523,1,28,0,214.9525,1139.028165
5793,0,37,0,207.6094,6205.48799
9381,3,65,0,147.4713,5640.561409
8780,4,39,0,192.4885,5385.46775
7459,0,19,1,174.9882,6025.961938
2624,5,55,0,147.4421,935.4475784
7094,10,55,0,144.9607,6247.176227
9392,4,68,0,235.1372,5313.315024
9916,3,78,0,162.4538,6013.937985
9119,0,32,0,157.4698,4930.158658
888,0,26,0,194.999168,1557.923129
2437,2,69,0,242.6573,2336.999053
6056,3,18,0,149.9621,5271.168703
7064,0,88,0,192.4404,3385.487772
817,2,80,1,177.48762,1774.586726
8934,2,35,1,200.1465,5390.230602
3414,3,50,0,139.9349,1141.442182
6352,1,21,0,167.4564,5640.198172
2341,0,71,0,149.9776,984.1544122
9029,3,55,0,149.9447,5429.192903
3167,2,59,1,139.9568,1035.265621
1809,1,75,0,255.166453,1313.686109
8035,4,84,0,194.9525,6277.155334
1264,0,79,1,190.159922,847.9561126
5086,1,31,0,147.4421,5718.272878
9675,3,37,1,127.4783,6381.433866
5835,1,39,0,139.9678,5611.04531
5194,1,43,0,210.1518,6242.695434
4449,3,62,1,162.4689,618.6284163
4945,2,58,1,127.482,897.0780053
4045,0,41,0,192.4404,625.8895244
6503,2,19,0,127.4421,5294.782338
3702,1,40,1,195.0062,907.5139744
1035,1,52,1,82.496547,923.420908
9256,4,84,1,140.0013,5747.925597
5590,0,36,0,79.97886,5757.753614
1228,2,48,1,162.500692,720.333405
9999,1,28,1,217.484,5857.586167
6811,1,36,0,105.011,4502.173823
5141,3,45,1,212.6228,5388.100592
52,1,59,0,149.962093,727.3731845
9067,0,67,0,212.6415,5894.022001
8395,0,32,1,207.4673,5777.144351
159,0,83,1,130.024412,1445.752781
7552,1,88,0,112.4551,4841.877582
1587,0,75,1,184.993915,819.3644961
1589,3,60,0,242.657291,1043.299446
9841,3,31,0,117.4392,5794.294165
9328,4,34,0,172.4733,4249.716645
6930,1,35,0,162.4608,6789.002522
6596,1,27,0,129.9483,5437.296776
6174,0,58,0,104.9643,5088.824488
8098,5,83,0,129.9483,5998.804194
3858,1,70,0,187.656,978.4054903
9814,0,26,1,162.4818,5156.018701
6691,6,71,1,129.9763,4530.607391
2828,0,47,1,172.4555,675.3184526
436,2,28,1,95.019486,1270.217581
8274,0,54,0,124.9935,4887.181609
8168,3,78,0,162.447,6304.333517
3878,1,33,0,214.9663,3069.097767
1588,2,56,1,172.462354,760.1061976
2780,1,33,0,124.9935,452.390983
8981,5,69,0,179.9476,6076.522348
8561,1,72,1,175.0211,5141.883254
5686,4,80,0,179.9794,5867.544803
3965,3,29,0,200.1323,2105.034412
4727,4,45,0,104.9629,678.3000196
973,0,72,0,172.440432,863.4623731
1238,2,70,1,217.483972,1283.000223
2951,3,59,0,242.6143,1567.299499
2342,2,38,0,220.1323,731.9309009
6520,1,68,0,137.4392,3673.166054
7310,4,39,1,202.6362,5335.120882
6046,2,67,0,149.9845,5352.745495
2158,0,51,0,240.1149,753.4677251
9288,0,40,0,147.4713,4767.934082
6589,0,44,0,137.4872,5219.170675
1497,1,77,1,187.46728,1243.061143
4545,4,22,1,149.9778,917.1665939
6465,0,37,0,124.9643,4714.487291
4257,2,70,0,104.9629,295.3935883
2422,10,18,0,164.967,1444.44469
8564,1,56,0,172.4441,5663.049118
5185,1,20,0,197.6288,6171.048605
5647,0,21,0,147.4713,4335.611406
357,1,84,1,95.005709,307.018806
5242,1,85,0,149.9447,5341.20171
8011,0,80,0,200.1652,5897.274439
9240,3,37,0,127.4887,5422.646982
2092,0,71,0,192.4404,768.3006696
5409,3,82,0,207.4754,5663.575209
2015,5,55,0,172.4885,2097.707886
9059,3,41,1,147.4783,5332.977438
4044,1,47,0,182.4676,1251.370897
187,1,51,1,152.502178,590.7765801
6858,2,49,0,210.1518,5566.284588
3655,2,22,0,114.9658,2710.699322
3426,5,20,0,242.6281,1172.010209
7194,0,20,1,187.4847,6062.107187
1381,3,82,0,129.948316,3192.755309
7468,2,77,0,147.4601,4173.243596
413,2,21,1,194.958118,1563.848623
5037,1,59,1,197.5169,4549.293713
4897,1,44,0,114.9509,1991.629188
3336,1,23,0,105.011,686.2608911
3606,1,87,1,117.4686,812.4076078
3175,3,47,0,204.9797,1406.621323
2241,1,81,0,169.9378,276.5777606
9708,1,38,0,127.4421,4897.15967
7796,1,51,0,287.6427,6261.840951
256,0,34,0,134.950905,1114.020282
8620,4,25,0,137.4698,5973.523544
200,1,48,0,252.637807,815.194738
2235,4,32,0,220.1185,2157.669912
4743,10,40,0,124.9935,1438.429891
1767,0,44,0,112.455141,242.9947554
4236,0,83,0,127.475,1330.997032
6729,4,60,1,217.4702,5742.488347
8450,0,27,0,139.9349,6438.459484
7277,7,47,0,204.9634,6322.625755
1572,0,34,0,182.460772,723.0321035
24,3,75,1,162.511928,870.76398
3363,8,78,0,230.1344,1504.498094
1088,8,38,1,190.12704,2809.296787
4674,0,57,0,235.1372,1696.720466
2694,0,43,0,117.472,542.7248776
7582,4,73,0,147.4893,5179.444858
3398,4,41,1,127.4958,1107.083954
3559,4,87,0,169.9447,1074.116423
9156,3,28,0,200.1323,6154.993798
2841,2,32,0,169.9447,1323.764927
2311,1,68,0,160.0122,560.0748491
8333,1,78,0,210.138,3784.965371
3234,0,62,0,159.9349,374.4704813
4152,7,85,1,127.4958,1973.062252
1309,1,74,1,154.975543,1460.729298
695,2,53,0,152.44408,930.6501084
9859,3,74,0,157.4698,4970.482123
3752,2,63,0,159.9512,954.1821997
6337,1,88,0,192.4567,5433.979472
1227,2,21,0,202.443347,1060.779533
1999,0,56,1,150.0208,1144.770736
276,1,60,0,137.439154,970.4682919
8176,2,64,0,127.4586,4094.782683
