,tenure
1096,16.99923183
8057,44.79567
9481,66.82161
2463,17.84058
8289,68.47117
1788,2.095488213
250,1.583394702
9926,49.07033
6191,67.85251
9650,66.37555
192,2.964559883
820,11.78880203
9627,62.12984
5714,63.05421
7195,54.26701
5715,54.78051
4400,10.35635
9290,68.07527
5388,54.03025
4166,5.606293
4951,10.17149
2687,22.12945
4390,1.925345
5860,48.44746
5981,57.91581
4927,3.179833
6735,46.95877
2607,6.663036
7466,64.15093
238,12.84490034
4015,2.866331
9262,62.20437
2977,11.17999
5712,47.6364
9856,64.8854
5473,51.55857
945,14.63294721
8251,70.4936
7681,58.34647
5097,62.61777
6805,38.6818
5803,66.99754
3552,4.740006
9969,47.32195
3360,15.65432
8249,69.68937
2410,3.978662
4507,5.113589
8462,65.05265
3982,14.14568
146,3.180102025
6648,60.29534
2294,6.981941
2253,3.374565
3611,9.349363
5353,56.83549
1736,14.10031907
7915,58.06953
7659,38.8517
114,13.12190056
8860,50.55452
5649,71.71986
9844,66.60166
498,16.88097916
7822,71.91339
720,2.904448825
7258,61.82628
8843,69.5048
5730,54.01225
3089,20.74516
7226,52.3021
7306,48.39095
6508,58.65834
596,13.70230727
9092,62.83227
6095,66.94572
6053,48.02057
5164,70.59531
1647,9.958831629
8167,46.12924
6920,55.18855
2700,8.436679
8203,57.04063
1700,14.28406007
8943,63.43387
5404,68.83942
7219,66.84316
7502,63.52166
2942,13.19046
6301,60.59761
86,4.650578623
2308,2.130946
2677,12.14453
8216,44.40526
7729,66.63268
2594,6.24751
5884,57.18854
1029,6.339774346
136,6.365998533
6831,62.21509
7814,51.74735
2854,4.424083
4409,8.671709
1200,1.784103787
4717,5.793869
9517,54.89306
6594,59.28535
566,2.685677496
7328,56.26118
5430,67.39149
3927,4.422442
6055,70.04054
7589,58.2249
7122,48.99429
6572,58.29773
6535,56.7448
8913,69.01117
8275,71.15596
2330,3.99954
3515,4.444135
2187,7.675218
195,3.226996711
7257,62.5497
5666,65.32463
5059,62.43987
802,14.60526414
8848,64.56029
9928,36.50778
2068,2.402087
9082,61.27781
8744,64.5472
644,4.483251529
9374,55.63584
5103,58.51566
5460,57.76017
1637,6.955766017
120,22.37815032
2981,2.251237
5069,70.38153
3074,1.689999
8927,59.29358
3278,16.7247
2135,7.658218
8941,69.44504
4970,2.348386
6195,56.97688
134,9.482919033
7731,46.98814
5324,47.1075
9640,67.26893
6160,60.78156
2559,22.31932
62,7.960490246
1358,7.819783852
6725,64.64603
2467,11.61284
679,19.50833872
6797,59.6738
741,15.70393958
5307,56.47713
7627,56.01076
3641,3.636783
444,17.06899012
8140,60.77973
3258,8.099865
4663,10.76731
1873,2.384942381
6366,57.18666
2596,10.02603
1717,6.215774391
2912,10.48284
2843,27.0293
4027,14.17125
5488,53.46837
8634,70.9092
8037,69.22859
9232,61.52908
489,1.634394387
493,15.56741347
690,23.02862012
3821,9.932123
602,5.822867455
1911,6.775594861
1014,11.42508906
6156,63.99841
1993,3.99171522
5769,54.76926
3757,5.095356
2366,1.582585
5283,65.36022
4370,4.030411
6883,69.26448
7011,66.62886
1361,4.089115347
8461,68.45528
1526,12.94334524
1327,5.696461819
8507,68.87713
9031,64.60077
1551,5.836790126
7769,62.03084
9908,64.34378
1337,7.195810535
3901,13.72584
3010,6.548905
5041,64.30623
8825,67.10773
2250,4.674085
6533,60.10344
5039,70.79968
2346,8.487326
9282,56.20288
5485,62.5003
2784,3.474901
5119,69.86769
7550,69.97129
5555,71.9076
5599,59.60867
7630,68.526
150,5.562130367
2804,3.469341
5874,64.60644
2086,12.12823
3751,20.7012
5612,66.00869
2259,12.85929
4017,7.235576
6113,67.49275
6058,65.18605
2424,3.664542
8034,58.08347
3856,21.42092
859,2.284207057
8170,69.61652
7591,61.173
8097,47.16189
7320,71.27541
8563,49.11866
4739,3.407577
8594,67.10152
4462,1.871066
5528,68.85746
1364,2.876901531
1779,23.68987753
9221,70.50786
4785,12.9557
6334,69.69884
1818,3.024806192
7799,64.54829
4937,12.27603
2704,1.717359
5285,65.74132
175,12.64742067
7481,67.26256
2093,3.744207
8750,42.04904
3491,11.4264
1920,5.037146238
82,19.45250317
816,4.986528165
8601,59.16197
7354,45.91201
4396,1.15025
9181,52.79539
5568,65.33504
283,11.58276897
4120,11.72569
7480,56.08228
609,4.440328327
2915,17.53363
1813,12.70583343
1271,9.94963312
5924,52.89423
9595,54.41975
2994,2.847117
7109,59.33894
8613,52.25168
7356,69.50693
2642,15.81095
6553,50.02343
4508,10.88666
2305,6.324505
6502,68.55374
6260,69.15975
4195,23.38469
5562,38.71974
4840,9.187823
4655,8.512387
8147,43.51853
4168,6.941165
3849,12.674
9847,66.15837
8401,71.7825
5253,67.55257
7884,51.08011
5533,69.78436
2414,15.98627
3554,6.933201
4691,8.675197
4498,1.655301
2195,2.201845
5045,69.26833
2600,12.359
1518,6.910330858
4764,3.770144
4314,3.23817
3366,5.810607
6065,61.76772
6582,64.31709
2633,6.554584
7337,56.81197
5633,46.30619
9168,55.70433
8789,50.49273
2434,12.0068
8277,71.67868
6758,53.77195
6611,70.91142
4520,3.77596
5587,60.34933
3545,10.78369
5965,66.69393
5992,36.05308
8805,69.12212
5531,58.64675
5444,57.74783
517,7.226076469
6110,67.15389
6864,61.13547
7960,45.75966
1415,3.688657724
4664,2.284566
4456,9.131577
2761,2.210399
4855,15.1631
127,10.05306287
3474,6.460792
7969,61.08796
4310,14.69884
2438,5.620998
3765,16.69091
6876,58.19535
5896,56.28159
5840,61.82935
8842,55.68741
9770,68.90291
1473,10.44223446
4821,1.116305
6915,70.24155
3560,11.32383
3951,8.770703
49,11.56938439
5437,65.44764
9897,67.17715
887,9.195415365
2616,29.95876
516,1.557206083
3168,22.60375
2949,15.38202
1424,16.96762986
139,11.71637124
1924,10.4843853
2378,2.992589
3197,11.93299
5131,67.94243
112,3.174571918
4559,21.07565
4595,6.905799
7997,68.67656
3250,5.929212
4690,6.264945
8115,57.16367
7767,54.55234
4546,17.95045
7084,63.43629
3277,2.049307
7542,49.61348
6593,71.60143
4068,13.14021
4408,5.436971
8644,41.88419
8588,70.90919
7384,71.11595
3222,13.31462
8210,57.692
451,3.470685398
3731,19.91179
8953,46.41634
4986,8.599092
3663,9.321719
2763,13.09427
658,11.24483017
7678,64.88531
7676,71.81426
4620,9.517342
999,1.819217843
389,16.26037537
3407,7.756546
1476,16.37167434
2240,4.905018
2386,2.096411
9139,68.10981
992,11.76491612
4997,8.330395
3922,8.931572
2972,10.29318
3386,10.90461
7885,53.79471
8812,60.99965
4769,6.033703
1293,4.269258862
1824,3.999140345
2873,6.895966
4173,10.31681
2535,3.680185
9132,68.09161
1907,1.512791057
42,3.924254455
9491,42.74753
368,13.59137366
1151,9.716052195
7752,64.57182
6358,69.32269
5912,40.13259
6507,51.43223
7525,42.01051
4160,2.735806
4287,9.688409
7775,41.93
6714,60.19517
174,7.34059599
1903,3.56722345
1099,13.76430574
8114,53.79108
3408,14.17544
1538,8.447638937
2292,3.197618
9300,69.00321
1363,4.55454522
7188,58.13955
6627,51.54386
5260,57.63594
6815,70.60744
9461,51.83082
680,7.320050181
9315,67.01405
9298,47.77384
3664,4.561449
1661,12.23362353
508,1.534192133
166,8.4944392
5497,49.30275
8299,57.527
1006,5.688867768
9739,41.98389
1914,2.811977672
3494,16.49093
9633,71.62561
9750,68.08277
6444,55.67304
4990,15.59169
2536,16.82081
1104,15.40849216
3875,7.623523
7523,60.45679
1752,13.84769517
5310,64.13229
7296,59.53825
2916,11.9781
8974,60.91995
5754,66.60766
152,5.905906389
7690,69.33555
5679,54.71778
3907,2.970609
9135,58.96026
2552,7.990345
2773,12.01983
6098,69.87194
3551,9.49793
3722,4.473582
9870,54.02641
520,20.43854626
8033,54.06378
4538,14.54834
6778,58.6244
1822,14.74280934
4086,2.779089
6148,55.40938
8742,60.21411
9472,51.51251
7741,57.69575
309,4.030250374
7720,54.16378
8222,55.44991
8656,63.57829
3599,5.760318
3622,15.37783
3811,21.97517
3450,4.165508
4591,4.490588
205,17.72593456
9840,67.69557
1135,8.721905501
9384,65.01223
2749,11.38275
3613,2.368597
305,3.834727471
1849,11.59782994
7669,57.89761
1988,1.277136149
3240,3.209982
2798,6.853152
4515,8.387889
5630,60.15898
9372,37.23531
3109,6.725815
4939,1.556533
4059,4.825693
1987,4.30774917
7157,53.06217
8874,63.53539
6613,65.36263
383,17.6210362
5634,66.7449
4307,19.9534
3388,14.08217
3156,3.41763
9995,68.19713
2727,7.650642
6333,53.06256
9899,71.54108
8751,62.71718
8302,69.16679
6037,36.44011
3832,9.724026
8917,42.07751
4776,25.68013
4276,5.493065
253,4.135827839
7895,53.61209
9590,58.53165
7288,61.35337
278,5.104873611
3252,3.695049
2480,16.04377
289,12.75609778
6086,56.7924
3075,7.899007
8123,64.07652
7598,71.36862
6403,47.98376
5089,70.42389
7283,55.69275
9717,63.03261
8402,43.93445
6121,53.66326
7754,68.69674
270,2.009542213
6009,64.81359
4570,8.380626
9116,62.39405
9803,63.4564
2971,1.450219
6193,62.39033
8768,62.1578
4207,11.66425
3218,9.556572
1391,15.15825465
3975,3.430472
4316,15.10612
7959,48.98259
7344,43.8884
7448,67.65143
83,14.34766616
873,1.656338685
9605,60.4105
7635,36.82387
4557,18.44435
4500,7.521969
4647,9.74066
2038,6.204958
9694,43.19701
6909,57.53786
2450,1.805094
3954,8.525122
2329,4.527648
9124,59.61692
7044,41.63772
5042,65.90363
9364,67.13803
4746,23.59578
9367,38.07335
9402,61.59036
6491,71.30636
6637,45.55911
7225,69.96882
2401,4.323297
5520,62.85596
1216,10.08463748
8695,50.77278
6020,68.19039
6865,68.36063
1064,8.938308825
3786,11.69762
4410,13.84934
6859,52.13448
6760,71.21301
5523,62.01898
5996,67.27106
8833,63.9264
5888,62.94907
2161,7.117565
3008,5.787415
1105,13.46926706
6654,63.61158
692,18.92157073
9957,71.71958
4956,6.383328
6597,70.83916
8480,52.26662
4369,16.60351
2765,6.246939
3929,7.778058
7134,63.80215
8735,71.12849
7530,62.11655
7528,45.12504
628,3.905351198
2451,5.886238
6239,55.66379
7012,54.53805
3824,6.192078
8977,46.15653
2652,4.812563
9107,68.1959
3743,13.02429
2176,12.43721
9906,66.88131
9263,50.97885
3318,2.138986
6343,62.87291
2787,20.22924
4105,27.47595
6355,42.64008
1676,1.019306038
3947,13.25185
4444,9.05217
2936,32.97693
9005,67.11209
7766,50.27485
5722,51.48861
7441,64.91269
2503,19.14656
8482,50.44094
2369,7.400769
4967,2.397122
5883,65.54969
2217,12.63822
5847,47.83008
2218,13.14986
3326,1.786765
6733,63.17834
3583,16.03441
9824,51.9989
3619,3.02742
7707,61.67106
6432,71.77038
3115,17.15829
85,2.358129018
5973,63.43072
2801,8.316193
3671,3.911083
3667,4.674127
9794,70.65475
5158,68.76541
5725,53.12753
4590,17.38432
2019,5.111408
7831,47.81985
2525,18.96848
8286,71.44569
9206,56.96287
3212,1.832601
519,7.228526307
5366,62.10157
6762,58.3075
2895,12.89076
244,4.98152586
5930,58.25985
4714,15.37459
9567,49.24329
3425,5.685414
6931,62.94622
6720,66.60855
7410,49.99506
6177,65.9038
7250,69.1503
5509,57.37827
2001,1.229945
885,9.595456517
869,3.11643578
9688,67.9711
5720,69.15481
356,5.388165017
9907,44.54138
5451,65.04596
8193,55.72308
6438,61.67482
7704,61.0006
1275,6.818705821
1890,9.727742106
8686,59.1268
6568,55.72148
9623,68.03324
3563,5.001663
5787,44.02354
4958,10.70911
1546,16.68190528
2380,16.68618
3823,12.13947
3232,4.527649
8399,62.23314
3306,4.189207
492,6.935335786
3499,7.349571
6664,56.61898
1116,1.291871699
5637,56.79909
8774,56.37573
6146,49.40477
9867,54.37964
8775,39.42138
6707,57.51601
9948,64.41859
7965,39.52545
3645,18.21715
2500,3.627104
5677,70.41492
5241,48.92152
6518,47.32828
2783,18.94429
6158,68.96601
3809,2.942297
9428,59.1561
9524,67.67761
8599,65.34077
1696,2.613920398
5685,61.94735
8367,54.63591
5939,44.75355
2052,2.051657
1776,21.61213506
6560,52.36353
3313,10.88204
4781,11.21881
8538,68.6504
6781,67.5234
1592,11.07800251
1723,2.661310881
215,15.94935291
6326,71.36043
8256,52.87464
490,2.012075635
9133,66.67389
3483,7.833185
5102,61.62341
5187,69.15198
3431,5.387532
9198,52.99707
7710,67.71776
5513,55.0447
25,4.157658837
3512,13.9749
2409,15.41637
3270,8.692007
5209,70.70127
8711,50.69797
1552,2.965166415
9197,67.71954
8621,64.25691
3871,9.548023
3402,3.545553
4529,5.260996
979,3.950587999
2655,16.7433
1847,14.26734448
7964,63.78532
8240,50.14744
7145,62.82563
7299,63.43312
5721,54.67054
515,13.17859958
8745,51.92063
8297,61.91553
1102,9.2766412
3276,1.190018
7217,49.6365
7389,66.72374
9077,64.71742
8337,66.02069
3996,26.06474
194,3.892407013
4711,6.027061
643,1.042140757
9089,60.96083
3285,16.5488
3116,23.77384
6476,60.4218
3575,4.10653
9023,48.84821
4320,1.11588
9992,56.47233
2207,11.90634
4552,3.367303
7316,49.92224
3718,3.079288
972,2.258852671
4579,3.147832
719,6.636312277
9017,67.84553
6155,57.1124
9430,69.70761
3896,8.386574
2803,5.000016
2566,7.437784
4025,14.91488
6198,63.08784
32,4.727388465
8307,55.67421
8831,50.71608
9818,61.30199
4063,19.46465
8948,71.35403
5540,60.83302
1697,11.29271486
2792,4.833414
2222,13.31739
5818,67.90183
9662,41.11114
3764,4.610249
3866,14.8386
6421,67.86743
9399,61.27483
8938,69.82128
6671,46.22292
7978,60.96912
3758,9.231083
9774,46.04312
3227,15.53401
7802,55.505
3923,2.567035
3904,7.495947
2277,17.66747
6810,55.01782
1401,12.71183755
739,1.650263525
4266,3.381603
9861,51.85047
7352,66.86351
7518,52.74302
3851,14.26858
8631,62.78671
2661,10.0496
6504,63.5876
9799,54.4197
674,3.525858481
7105,44.13783
6360,46.37208
3841,9.742042
1815,15.12645563
9489,58.5608
9838,68.65572
9201,71.48476
4653,5.464636
8692,51.98225
2100,5.459489
7711,67.70719
1673,6.549842666
2101,6.363764
4213,7.610924
6958,42.31348
1548,12.77495667
9550,64.67477
3323,1.683285
9583,62.35684
355,14.66914461
5184,53.96248
1461,3.724597242
7624,62.13301
9385,50.27926
3220,7.035161
939,1.276890621
5147,54.09422
5923,61.83914
7883,63.58391
1751,3.319853958
9468,54.74318
7597,62.47012
1772,2.693860703
1196,6.695029374
1878,7.19812868
2668,16.4299
3171,9.705314
2016,3.151239
2005,1.293553
8272,55.15571
3893,3.657847
9991,55.49816
3237,7.494128
4424,1.970645
4744,17.88722
2078,26.27061
5219,69.28716
396,4.221959275
2788,6.487048
8877,46.55186
8638,49.26867
4072,11.37064
5574,62.20987
8369,45.88967
9507,48.31275
5355,54.07152
7233,61.97804
9483,67.74157
6820,51.42373
1519,15.54691331
8196,60.81814
1378,5.791194183
5672,71.04194
1023,8.846951024
2587,11.64744
7042,56.08334
5621,60.87582
7637,55.55865
5008,63.47384
2857,1.133367
8254,63.86146
5771,61.30642
5842,61.85233
8027,57.67058
5832,71.58072
1629,4.882004458
4888,6.56131
4526,1.692565
3523,3.084418
5904,67.97028
7781,71.26299
3607,6.391286
9418,46.94705
5220,64.91343
234,7.873371451
7755,58.30226
3796,3.998314
4118,12.64925
6318,68.18425
5001,54.04107
3800,6.483314
7809,52.53836
3899,10.90922
5024,56.30647
1948,4.238632927
6361,60.46139
470,1.092219692
9944,59.85298
3492,13.163
6091,45.62317
2671,3.700985
9800,70.64245
2224,10.37052
1106,6.867358844
2188,8.907101
818,10.26390461
5571,71.79134
4523,7.668017
5793,69.68705
9381,65.5396
8780,60.72007
7459,62.52627
2624,7.8432
7094,70.85741
9392,50.67652
9916,65.07643
9119,58.57229
888,13.04114417
2437,19.93923
6056,58.54873
7064,38.47721
817,12.00858052
8934,56.841
3414,3.699808
6352,64.32344
2341,9.584536
9029,57.07243
3167,8.989805
1809,8.013365588
8035,67.44709
1264,5.011735021
5086,66.75709
9675,68.4414
5835,64.12772
5194,67.24501
4449,3.033312
4945,8.596064
4045,2.343134
6503,54.68209
3702,6.318781
1035,10.11019941
9256,62.17986
5590,69.7635
1228,3.852627275
9999,63.35086
6811,52.97231
5141,51.21873
52,5.486534225
9067,60.3736
8395,63.88028
159,14.85781115
7552,60.29081
1587,5.105265612
1589,2.840343779
9841,60.87178
9328,44.73398
6930,71.74779
6596,57.62771
6174,56.37649
8098,65.2185
3858,5.799375
9814,56.68677
6691,48.90424
2828,3.157767
436,10.96319721
8274,57.92383
8168,68.79253
3878,31.44123
1588,5.110208414
2780,3.588245
8981,70.26887
8561,58.47534
5686,68.29684
3965,11.5365
4727,3.665202
973,2.010811355
1238,8.825774698
2951,11.05993
2342,1.135161
6520,42.83737
7310,51.62495
6046,60.17035
2158,2.830635
9288,55.01651
6589,61.41438
1497,5.497366828
4545,6.506483
6465,57.01834
4257,1.31809
2422,2.96972
8564,65.44262
5185,67.06371
5647,48.98002
357,2.810825808
5242,57.37611
8011,65.97991
9240,60.59442
2092,5.855847
5409,59.21526
2015,14.80885
9059,61.85639
4044,10.52332
187,1.875430489
6858,59.42848
3655,28.31146
3426,3.511593
7194,67.29113
1381,31.10956637
7468,50.11484
413,11.32083915
5037,48.57163
4897,17.55118
3336,5.881307
3606,3.962302
3175,12.05486
2241,1.198203
9708,51.96957
7796,66.8679
256,11.86252419
8620,63.47229
200,1.474810061
2235,18.5303
4743,11.51671
1767,2.779431223
4236,14.61254
6729,63.08587
8450,68.55339
7277,69.01347
1572,3.098560266
24,5.770390256
3363,8.924108
1088,18.73450543
4674,7.600934
2694,4.431604
7582,59.60106
3398,8.741017
3559,9.298353
9156,61.49796
2841,11.47008
2311,3.112447
8333,40.21109
3234,1.567389
4152,19.94322
1309,7.925553778
695,1.570209934
9859,58.61361
3752,8.462066
6337,63.63312
1227,6.109999694
1999,10.28304
276,9.532523799
8176,45.72582
7664,46.58138
5929,60.85074
2953,9.040057
3637,10.45425
3906,8.666281
4778,18.01409
5845,59.21586
9698,44.92195
4117,12.50526
7030,71.14976
1137,4.255080878
2767,9.30555
2334,7.88215
7706,69.31336
942,13.7944302
7662,66.97927
2490,4.85088
9679,56.49332
6290,60.63668
4935,15.19674
3935,8.30949
6956,40.35276
2384,14.21143
115,23.34617699
1863,6.563038653
9976,67.57609
3119,10.18298
4258,20.52789
6705,65.60019
902,15.806584
2819,12.67943
3822,21.06092
8161,65.2908
6890,68.32356
9090,62.45443
4699,16.37611
8918,51.80774
3802,14.09379
6068,61.51052
5810,59.6057
3536,4.733989
3825,10.52734
8642,58.65575
8608,68.50985
4810,3.94227
1946,3.892424053
8600,71.11137
7136,71.11027
5335,56.82113
3488,2.569515
1610,2.294386519
7461,57.9625
8473,53.39442
4677,4.533178
4959,18.83056
5867,65.67374
8763,38.29305
4761,5.73926
2194,2.180679
8003,63.25715
5701,70.64297
5113,52.88029
557,1.410971237
8065,52.15024
5139,58.83809
1207,13.14070245
7033,67.12744
7309,64.29382
1510,19.43430735
6769,42.34861
3829,21.47001
3732,24.94738
7957,55.57772
3211,5.288444
3630,7.567398
1708,16.75283806
1845,17.31776736
266,11.45675389
5985,47.50976
1140,2.760208796
3162,1.481645
6207,51.63534
2046,19.50558
3730,5.645298
1909,25.36784311
7307,59.6238
2660,4.245295
656,1.876407503
6660,57.07682
1307,1.124656757
9429,67.99131
998,4.952763872
7432,45.23339
2834,12.29962
9178,49.42466
5880,71.80429
1237,21.10862922
2151,6.03955
7919,58.42342
9695,40.14232
7189,43.59094
8303,65.22821
6578,65.0017
5091,63.24314
2186,17.55138
1134,18.66406554
5004,58.30317
7974,46.68593
1303,25.88644227
8468,62.71436
1627,5.810822315
9281,70.95851
1522,2.689103558
9810,54.60031
358,2.485229169
138,14.64011644
299,7.62779591
1556,11.32593703
5099,66.89101
382,16.8000196
8312,52.59645
6948,64.63983
4857,5.111844
3180,9.000072
1439,5.682395213
7269,70.54943
5673,66.77188
946,7.380291282
2390,2.687062
5498,70.72564
7073,51.73474
9230,50.84459
2721,11.88503
1932,10.1127187
7423,53.82086
3236,5.18336
3140,4.433189
4163,10.52866
8888,66.35321
3807,9.147346
9479,61.29211
6983,36.33047
8904,71.12681
9722,61.12409
4154,3.988032
4172,24.79814
796,2.179548523
2416,5.706255
7170,63.84205
6139,71.01166
785,9.294088005
7067,65.82346
3158,4.123006
123,8.156552837
9457,68.63549
9246,50.79108
2172,3.523461
2169,3.708394
6880,59.78343
4009,2.235315
9296,43.5742
4340,9.938448
910,9.637781398
6268,51.95172
7771,71.98828
2309,5.885148
9658,58.20314
3634,2.871903
1257,17.68782231
6591,48.37971
4458,3.575214
6133,64.7292
1178,6.195470215
4652,10.13859
6218,46.00587
3650,12.38916
442,1.171557288
3415,2.579229
1399,4.32321356
1457,19.08438023
7524,57.3854
5744,64.44445
1054,4.929637705
8998,71.65648
3275,1.764563
1463,3.507044017
3699,15.84313
3759,2.531394
929,2.729451922
5511,62.11401
6468,60.88203
8412,64.15463
1829,4.499945782
2928,1.200249
8295,54.73234
6538,69.10177
4221,3.542704
3546,5.14486
5598,43.00021
8937,60.74786
7318,69.348
8350,44.57297
2011,20.16124
913,8.730405893
8248,62.84168
7265,59.3991
3219,2.149435
2606,8.867664
3264,12.7895
4928,17.5331
8661,46.63416
6564,53.83688
8129,71.88568
6,13.23677381
2980,2.117403
6583,61.3942
3361,9.348659
4774,4.043292
1943,24.37711744
7452,68.67996
5499,52.16336
1635,25.55038197
1141,1.583634587
2041,8.716735
6703,64.67729
7818,46.86241
2070,5.430488
3134,9.389883
5160,49.26434
8331,71.31142
5275,43.1183
2242,1.366478
1474,2.38395716
8590,45.51779
1889,13.56958731
3435,10.56862
7593,70.85782
7745,67.54816
3705,9.19773
2021,8.954465
4020,8.334589
8830,65.66957
8443,55.89461
3500,19.56364
2658,11.96096
8456,70.17136
6888,60.4093
1130,1.845003373
5557,63.05008
7358,37.33507
1819,10.27742832
7538,65.39301
9386,63.17504
4318,14.40375
9604,65.18501
4144,6.592291
4669,10.99037
1236,15.48651522
5476,59.23589
9836,47.03744
1856,13.40891729
2282,9.557096
8693,68.18047
9320,68.02518
4093,7.462849
7061,68.3428
5200,42.22682
6401,49.60599
9929,57.07531
3421,6.671684
9269,50.89975
386,10.4103675
8548,67.39326
1628,7.00096668
3585,6.394005
7412,64.63454
2714,17.98715
7171,63.93709
8435,60.80126
9321,67.26027
5659,66.22209
3189,21.12911
9968,56.05929
4305,20.10599
909,6.991642782
5385,60.70517
1996,14.91152829
1866,10.38039309
1842,12.24494477
2497,12.61471
201,18.56165869
7905,62.2937
7724,58.2078
5054,56.23842
5889,64.07956
4006,6.408823
9901,67.25434
2702,9.436909
3449,9.62756
331,12.21754865
7139,69.99569
8960,70.69188
9819,71.16373
7176,65.74105
2459,16.56317
1774,10.2452503
6628,66.91238
7596,71.67026
7986,70.45268
2686,10.06395
9147,71.58148
989,6.069124406
9046,58.45672
8348,42.25122
8875,58.56191
8550,52.69236
5806,67.61943
8733,60.50817
8697,55.92296
6574,60.36626
3052,15.77942
8637,71.3757
5462,70.4859
173,10.01771765
4954,4.771263
4615,12.04581
3321,24.26165
7065,71.34241
6246,57.78133
6745,69.47678
3372,5.8078
6048,68.50196
3311,7.010649
7416,70.77308
7293,48.17117
7584,57.90418
9377,62.91372
8811,43.87969
8160,57.66137
4679,9.914638
3403,6.612935
18,17.10995632
3691,5.848803
8654,45.39565
4096,11.36049
3628,11.62262
8862,70.21916
2174,9.759887
1356,11.73492964
5002,61.5999
7391,50.01323
6922,63.10955
5823,68.07677
9502,68.9536
5670,58.42233
3112,12.55601
182,17.24924155
3642,2.149118
8857,55.48531
1812,9.783296825
7875,70.39347
8497,51.58987
4912,11.69119
5668,42.6954
8542,45.75297
1800,8.154668093
9251,63.11931
2429,20.5514
5482,67.31834
6761,58.51588
9839,65.07998
9635,52.67702
1968,3.391969552
8339,65.13745
8141,60.06981
7696,44.60467
7541,59.22886
4987,13.288
9756,50.49242
4650,2.605757
1159,9.932932319
1213,4.005780287
7336,58.77685
1325,4.44463064
7512,56.9769
7580,68.78265
4796,7.295203
6796,57.2547
5808,59.94889
5943,69.67895
9283,59.36904
8144,53.19577
1455,2.181372893
5410,57.25147
7129,56.20104
8892,70.52668
4962,12.39101
2800,5.954975
1644,10.01241216
2140,8.394454
4536,21.55836
4457,23.78115
8951,65.38222
5586,62.65335
4378,11.32663
729,29.8284414
4357,23.55037
7748,70.06451
6716,51.59161
1936,6.135854482
3793,18.2864
3736,14.7094
2261,4.066925
4005,14.16299
1110,18.30915793
9028,42.59461
5480,54.13164
2998,11.65333
2394,5.533288
1185,7.570075544
2007,1.26105
193,10.25635754
5611,49.7446
2901,9.448434
578,4.964368923
6219,62.8196
5525,64.26152
771,9.043575718
7839,54.12731
2395,10.18679
1478,12.42216588
1846,6.811138598
9108,66.03822
4274,16.74543
3740,16.55879
4600,10.35845
8087,60.14219
8710,48.20556
6676,68.19429
6375,48.98746
8124,41.6814
9538,56.29659
4915,5.119045
2073,8.954573
4754,17.30262
1896,10.94833173
8552,44.68507
6702,58.89861
6317,65.08131
3659,5.317775
6581,63.21825
2379,19.57075
1447,4.843533662
342,9.475983046
5127,60.94251
3136,9.372647
2527,2.362663
727,8.508626757
4577,21.43457
976,1.515452465
8391,69.38376
5443,70.78918
9034,49.45192
3516,22.97518
7975,67.5017
9787,60.95606
3940,7.233075
1299,4.845060681
9764,46.23966
1348,9.31669305
660,5.991017375
5886,69.90673
1492,12.47525704
9946,70.14031
4589,6.2061
8530,66.85966
5154,65.82455
2315,13.15232
9614,64.49478
9577,53.98876
7024,66.78494
1085,17.48396291
2524,2.067128
8968,54.14398
5374,63.2816
3198,14.84017
5751,64.12634
4008,21.51433
5717,47.40586
6657,48.26544
9357,58.54629
8790,57.00347
67,10.79028074
7923,64.2522
40,9.179779682
2269,7.80313
2381,7.749595
7341,63.64732
9961,54.75767
4916,7.663799
5322,44.64514
5773,59.1618
6232,66.81556
6963,69.97948
3447,19.19435
6816,60.06677
2367,9.38329
7981,51.38074
8166,56.19179
2512,9.836216
9619,64.90439
2723,8.962034
5948,69.96694
9185,56.56921
9004,70.86194
1143,3.072369855
9736,59.60865
7222,69.14226
8292,70.00545
9220,43.86959
4728,5.971951
5494,62.90729
5755,60.8744
7562,41.90646
3789,2.555762
2220,3.089663
5075,64.38126
2331,8.133191
5394,70.0669
7439,53.13301
8067,67.98943
7090,43.6544
9336,38.2827
4088,7.128376
1967,7.98560378
9363,48.90533
9796,56.40122
6757,47.83726
9586,65.55348
4365,7.539374
6999,67.44839
423,15.22323989
280,21.17839683
1904,9.626754665
595,2.843930975
8579,59.30543
3917,4.629362
6142,59.16267
5661,54.65604
5778,70.23949
3618,1.216309
6845,58.51393
839,4.310152224
4596,21.26763
7496,66.66853
141,2.887429547
2597,28.22989
6701,40.24438
7756,62.43485
1377,14.05740045
3674,11.30129
8770,64.14083
9895,65.7154
6362,60.80077
4741,9.651306
3808,7.61586
1138,9.343807204
2257,1.4946
7865,68.90605
1787,5.867164261
3938,2.326316
9316,70.05743
4646,15.61752
459,11.92300936
6115,61.72696
9542,61.78618
948,2.371911572
3700,16.64015
1336,8.571860106
6370,55.94357
4628,8.828042
6286,69.83346
5925,60.04495
5934,58.238
6040,60.75598
441,9.307770559
6659,50.47725
1602,3.845852341
2238,25.26752
639,4.065555679
9820,62.96706
3830,4.534691
9395,67.19978
6144,66.95572
7985,46.076
9052,45.82729
6344,57.57488
2501,12.00909
1958,11.42145103
1070,2.205915318
155,14.25617986
2295,14.7857
9801,50.85505
4578,4.439464
1089,6.681362911
6049,67.57419
6415,59.95075
2940,15.23335
723,14.71592037
4384,6.31339
930,5.134989649
